,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2016
54,H. Kane,Harry Kane,22,188,65,England,Tottenham Hotspur,84,90,Right,3,3,3,High/High,Normal,,ST,,2010-07-01,ST,73.0,84.0,78.0,42.0,81.0,,,,,,,Long Shot Taker (CPU AI Only),69,88+3,82+1,75,70,77,71,66-5,63,82+1,69,77,74,84,62,85+3,70+3,84,84+2,78,74,35,85+1,72,82,83,41,36,38,8,10,11,14,11,41.8
55,André Gomes,André Gomes,22,188,84,Portugal,FC Barcelona,84,90,Right,3,4,3,Medium/Medium,Normal,,SUB,,2016-07-21,SUB,69.0,71.0,83.0,71.0,81.0,,,,,,,Technical Dribbler (CPU AI Only),61,68,69,88+2,63,86,82+1,68,85+5,85+1,72-2,66-7,68-1,82+6,64,80+3,58-7,77-1,85+1,73,81+1,76+6,77+4,83+1,55,78,65,77+2,64+6,12,9,6,14,8,25.08
56,C. Eriksen,Christian Eriksen,24,177,71,Denmark,Tottenham Hotspur,84,88,Right,3,5,4,High/Medium,Normal,#FK Specialist,LM,,2013-08-30,CAM,76.0,76.0,84.0,44.0,59.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",84,75,52,85+1,69,84,85,87,82,86+1,78,74,77,81,81+2,78,57,87,52+1,79+2,44,45,79+3,85,67,82,38,54,22,9,14,7,7,6,34.2
57,Koke,Koke,24,178,74,Spain,Atlético Madrid,84,88,Right,3,4,3,High/High,Normal,,LM,,2011-01-01,RCM,71.0,75.0,82.0,55.0,74.0,,,,,,,"Long Passer (CPU AI Only), Playmaker (CPU AI Only)",84,71,62,85,56,80,85,76+3,87+1,86,74-2,69-3,77-1,84,78-1,84+3,61,81-2,75+3,81+1,68,58,80,89+1,59,67,50,57+6,51+3,14,12,5,10,13,64.6
58,Isco,Isco,24,176,74,Spain,Real Madrid,84,88,Right,3,3,4,High/Medium,Normal,#Dribbler,SUB,,2013-07-03,,72.0,75.0,87.0,39.0,62.0,,,,,,,"Selfish, Finesse Shot, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",72,76,55-4,84-1,64,87,86,74,77-1,89,76-1,69-2,83-1,78-1,82-2,72,64,69-9,59,80-1,58,48,77,84,76,76,25,43,37,10,8,12,15,6,45.6
59,F. Alarcón,Isco,26,189,85,Chile,CD Universidad de Concepción,68,69,Right,1,2,2,High/Medium,Lean,,SUB,,2016-05-14,,52.0,46.0,38.0,66.0,76.0,,,,,,,Injury Free,30,52+18,72,57,30+15,38,26,12,51,32,48,55,41+8,64+10,42-4,61+13,80,64,82,21,75,65+2,60+15,33,38,49,65,67+5,63+2,8,9,7,12,14,45.6
60,William Carvalho,William Carvalho,24,187,83,Portugal,Sporting CP,84,88,Right,3,4,3,Medium/High,Normal,#Strength,CDM,,2011-01-01,CDM,54.0,59.0,74.0,82.0,85.0,,,,,,,"Finesse Shot, Long Passer (CPU AI Only), Playmaker (CPU AI Only)",57,55,74,83+2,56,78,62,44,85+7,79,53+1,54-2,49,75,46,65,67-3,87+1,88,64+2,80-1,86,65,77+10,56,87,78-3,87+1,75-2,6,6,5,14,14,31.16
61,A. Laporte,Aymeric Laporte,22,189,85,France,Athletic Club de Bilbao,84,88,Left,2,2,2,Medium/Medium,Lean,#Tackling ,LCB,,2012-10-01,,65.0,50.0,61.0,86.0,79.0,,,,,,,,58+26,45+19,85,73+3,40+9,55,62+10,77,78-1,71+1,58-5,71-3,49,82+1,55,70-1,77,73,84+1,47+19,72,85,54+19,52+3,35-1,68,86,88,85,10,11,5,14,5,28.5
62,A. Ramsey,Aaron Ramsey,25,177,70,Wales,Arsenal,84,87,Right,3,3,3,High/High,Lean,#Engine,RM,,2008-06-13,LCM,69.0,77.0,81.0,68.0,76.0,,,,,,,Long Shot Taker (CPU AI Only),75,76+1,58,85+2,79,81,70,70,80,84+2,69,69,77,82,75,81,65,92,69,75,74,73+4,83,81,75,80,62,74,68,6,11,5,10,8,36.1
63,Alex Sandro,Alex Sandro,25,180,78,Brazil,Juventus,84,87,Left,3,2,3,High/High,Normal,#Engine,LM,,2015-08-21,,87.0,64.0,81.0,79.0,76.0,,,,,,,Speed Dribbler (CPU AI Only),86,57-2,68+4,77,66+5,82,76+3,59,69,81,84-3,90+1,79,80-2,76-3,76+1,75,91,71-8,68,70-2,82+3,72-3,70,59,80,76-2,82+2,82-2,7,7,9,12,5,29.64
64,M. Götze,Mario Götze,24,176,75,Germany,Borussia Dortmund,84,87,Right,4,4,4,Medium/Medium,Normal,"#Dribbler, #Acrobat",CAM,,2016-08-01,SUB,70.0,70.0,89.0,31.0,61.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",77+1,75-3,49-5,85,87+4,90,80,73-1,60-15,90,73-3,67-1,86-1,83-2,84,68,62-8,65-3,65+1,56-6,48,53,82-2,82-2,65,83,16,29,23-3,14,7,12,6,10,39.33
65,G. Xhaka,Granit Xhaka,23,185,82,Switzerland,Arsenal,84,87,Left,3,4,3,Medium/Medium,Normal,,LDM,,2016-07-01,LDM,51.0,66.0,72.0,72.0,77.0,,,,,,,"Power Free-Kick, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",68,49,62,85,50,70,68,70,89,80,48,54,55,86,62,88,33,79,76,85,89,76,78,86,59,73,71,75,69,7,8,11,7,13,36.1
66,J. Draxler,Julian Draxler,22,187,76,Germany,VfL Wolfsburg,84,87,Right,3,5,4,Medium/Low,Lean,#Dribbler,RM,,2015-08-31,LM,77.0,79.0,86.0,34.0,64.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",78,77,65,84-1,84+4,88+1,78,72,75,85,77-1,77,83,83,75,84,76,69,67,83-2,48,36,80+1,81,63,78,25,35,26,11,13,5,13,8,28.12
67,Rui Patrício,Rui Patrício,28,190,84,Portugal,Sporting CP,84,85,Left,3,2,1,Medium/Medium,Normal,,GK,,2006-06-01,GK,,,,,,85.0,81.0,80.0,83.0,55.0,82.0,GK Up for Corners,12,12,11,31,17,20,10,16,30,23,53+3,57+4,61+5,80+1,54,38,79,45,77+1,11,39,22,13,63+45,32,53,13,13,11,85+1,81+1,80-3,82+3,83+3,16.72
68,Pedro,Rui Patrício,28,167,62,Spain,Chelsea,83,83,Right,3,5,4,High/Medium,Normal,,SUB,,2015-08-20,,82.0,76.0,84.0,37.0,62.0,,,,,,,,78,80,55,83,70,84,81,57,70-4,85,86,78-1,84,83-2,82,71,67,78,56,73,56,49,84,74,66,72,30,32,31,5,11,12,15,9,16.72
69,C. Smalling,Chris Smalling,26,192,90,England,Manchester United,84,85,Right,3,3,2,Medium/High,Normal,#Strength,SUB,,2010-07-01,SUB,77.0,46.0,62.0,84.0,84.0,,,,,,,"Injury Prone, Power Header",52,50+27,86+1,66-5,54,61-3,49+13,22,63+7,64,76-1,77+1,60,83,48,42,75,79-1,88,35,84+2,83,48+6,49,52,80,84-1,85-3,83-2,10,15,16,15,15,22.42
70,Douglas Costa,Douglas Costa,25,170,65,Brazil,FC Bayern München,84,85,Left,3,3,5,Medium/Low,Normal,"#Speedster, #Dribbler, #Acrobat",SUB,,2015-07-01,SUB,92.0,78.0,86.0,49.0,63.0,,,,,,,"Avoids Using Weaker Foot, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",78+1,72,58,80,73,86,81,78,72,84-2,96,88+1,90,79,88,87+2,61,77,60,85+7,55,43,78,80,77,73,41,58-4,44-3,13,15,9,12,5,39.9
71,Juan Mata,Juan Mata,28,170,63,Spain,Manchester United,84,84,Left,3,3,3,Medium/Medium,Lean,"#Playmaker  , #Acrobat",SUB,,2014-01-25,SUB,68.0,75.0,85.0,32.0,54.0,,,,,,,"Finesse Shot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",83,77,63,86,71,83-2,83,83,77,86-2,75-3,63,89-1,85-2,89,74,72,74-2,43,70-2,52,39,82-2,87-1,81,85,25,28,21,9,10,14,5,8,37.05
72,M. García,Juan Mata,27,188,76,Argentina,Gimnasia y Esgrima La Plata,65,66,Right,1,3,1,Medium/Medium,Lean,,SUB,,2016-07-01,,,,,,,68.0,63.0,59.0,65.0,45.0,61.0,,17,14,19,26,16,16,13,15,22,15,49,41,50,67,55-5,17,60,39,46-8,14,20,27,19,34,20,24,20,17,18,68+2,63,59+3,61,65-4,37.05
73,Juanma,Juan Mata,23,167,64,Spain,Real Betis,63,69,Right,1,3,3,Medium/Medium,Stocky,,RES,,2013-07-01,,72.0,55.0,65.0,23.0,44.0,,,,,,,Backs Into Player,61,57,49,68,49,64,63,59,51,62,75,69,73,66,83,45,52,39,49,59,35,31,64,67,63,55,15,20,12,12,13,10,14,10,37.05
74,R. Nainggolan,Radja Nainggolan,28,176,65,Belgium,Roma,84,84,Right,3,3,3,High/High,Stocky,"#Engine, #Tactician ",RCM,,2014-01-07,SUB,79.0,78.0,81.0,81.0,84.0,,,,,,,Long Shot Taker (CPU AI Only),73,75,59,83,75,80+1,73,68,80-2,83-1,81+2,78,81,85+2,84,83,76,94,78,83,87+4,86,83,76,63,84,78,85,87+4,11,11,14,8,11,34.2
75,David Luiz,David Luiz,29,189,84,Brazil,Chelsea,84,84,Right,4,3,3,High/Medium,Normal,,SUB,,2016-08-31,,73.0,64.0,71.0,83.0,79.0,,,,,,,"Long Throw-in, Power Free-Kick, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",68,56,83,78,67,66-4,70,76,76,79,72,73,74,79,56,74,82,77+6,77,71,84,80,54,68,75,66,81,85,84,11,12,10,7,14,33.44
76,Azpilicueta,César Azpilicueta,26,178,75,Spain,Chelsea,84,84,Right,2,3,3,Medium/Medium,Normal,#Tackling ,LB,,2012-08-24,SUB,79.0,56.0,74.0,84.0,77.0,,,,,,,Long Throw-in,79+1,46,69,80,54,70,66,58,74,77,79,79,75,87,73,68,74,88+2,72,60,76,81,64,68,66,66,86,87,86,13,9,10,6,5,22.8
77,M. ter Stegen,Marc-André ter Stegen,24,187,85,Germany,FC Barcelona,83,88,Right,2,4,1,Medium/Medium,Normal,,GK,,2014-07-01,SUB,,,,,,84.0,81.0,83.0,85.0,45.0,78.0,"Rushes Out Of Goal, Comes For Crosses",15,14,10,30,14,17,18,12,38,18,38,50,37,80,43,22,82,35,79,10,43,22,11,57,25,66,10,13,10,84,81+1,83+1,78,85,17.955
78,J. Giménez,José Giménez,21,185,80,Uruguay,Atlético Madrid,83,88,Right,2,3,2,Medium/High,Lean,#Tackling ,SUB,,2013-07-01,RCB,69.0,45.0,52.0,84.0,83.0,,,,,,,Dives Into Tackles (CPU AI Only),47,37,78,68,30,47,36,44,58,56+1,68-3,70-3,57,76+4,51,72,90,70,86+3,48,89-1,83,24,27,38,60,85+1,86+1,87,9,11,7,10,15,31.35
79,Oscar,Oscar,24,179,67,Brazil,Chelsea,83,87,Right,3,3,4,Medium/High,Lean,#Acrobat,SUB,,2012-07-26,SUB,77.0,75.0,83.0,43.0,47.0,,,,,,,"Beat Offside Trap, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",70,75,54,83,63,82,77,77,80,84,78,77,86,81,80,76,66,76,36,77,31,34,81,83,68,79,37,50,47,12,10,15,12,12,39.9
80,A. Lopes,Anthony Lopes,25,184,81,Portugal,Olympique Lyonnais,83,87,Left,2,2,1,Medium/Medium,Normal,,GK,,2010-06-11,SUB,,,,,,86.0,79.0,76.0,87.0,62.0,77.0,Puncher,19,18,16,32,13,15,15,14,31,21,60,64,65,85,62,20,85,33,65,18,35,25,17,52,16,55,13,15,13,86,79,76,77,87,14.44
81,Carvajal,Dani Olmo,24,173,73,Spain,Real Madrid,83,86,Right,2,3,2,High/Medium,Normal,,RB,,2013-07-05,RB,82.0,45.0,79.0,81.0,79.0,,,,,,,,81+1,41,63,79,34,76,72,47,71,83+1,78-1,85-1,82-1,81,79-3,64+2,76,84-2,75,36,81-2,82,61,57,45,69,84-1,83+1,85+1,13,13,15,9,15,0.741
82,L. Insigne,Lorenzo Insigne,25,163,59,Italy,Napoli,83,85,Right,2,3,4,High/Medium,Normal,"#Dribbler, #Acrobat",LW,,2010-07-01,,89.0,72.0,88.0,25.0,51.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Takes Finesse Free Kicks",81+2,70,56,80,74,87,78,75,72,89+1,93,85,95,79,93,68,55,77,44,78,34,26,82+6,82,61,72,16,24,22,8,4,14,9,10,27.5025
83,Y. Brahimi,Yacine Brahimi,26,175,66,Algeria,FC Porto,83,84,Right,3,3,4,Medium/Medium,Normal,"#Dribbler, #Acrobat",SUB,,2014-07-22,,81.0,73.0,88.0,33.0,56.0,,,,,,,"Selfish, Finesse Shot, Flair, Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",75+3,73+1,46,79,73-1,90-2,83-1,78,71-3,85-2,88+1,75-1,93,84,87-1,69-2,72,74-1,50,76-1,46,38-5,77,80,75,86,24,36-6,25,13,16,12,7,7,23.94
84,J. Vertonghen,Jan Vertonghen,29,189,86,Belgium,Tottenham Hotspur,83,83,Left,3,3,2,High/Medium,Normal,,LCB,,2012-07-01,LCB,67.0,67.0,68.0,83.0,81.0,,,,,,,Power Free-Kick,68,60,82,75,52,66,58,73,74,74,69,66-6,62-6,80,55,86,80,79,81,68,83,83,65,62,68,82,81,85,81,6,10,9,12,7,25.46
85,D. Mertens,Dries Mertens,29,169,61,Belgium,Napoli,83,83,Right,3,4,4,High/Low,Normal,"#Dribbler, #Acrobat",SUB,,2013-07-01,SUB,89.0,75.0,87.0,36.0,55.0,,,,,,,"Diver, Finesse Shot, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",76-2,71-3,35,79-1,70,87,80,77,74,87,92,86,93,77+5,92,80+2,60,76,42,80,59,36,76,80,78,75,30,40-2,40,7,10,8,10,4,18.62
86,I. Perišić,Ivan Perisic,27,186,81,Croatia,Inter,83,83,Right,3,5,4,High/Medium,Lean,,LAM,,2015-09-01,,84.0,79.0,81.0,42.0,76.0,,,,,,,Speed Dribbler (CPU AI Only),83,77+1,78,80+1,80-3,83+1,73,76,72-4,82+1,82-1,86+2,78+4,80+4,67,83,82-1,85+3,77+2,80-2,59,42,82+1,78-1,76,80,26,45+10,45+11,6,7,10,9,6,23.085
87,A. Martial,Anthony Martial,20,184,76,France,Manchester United,82,90,Right,3,4,4,High/Medium,Normal,"#Speedster, #Dribbler, #Acrobat",RM,,2015-09-01,SUB,91.0,79.0,87.0,42.0,76.0,,,,,,,"Beat Offside Trap, Finesse Shot, Flair, Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only), Backs Into Player",72+5,82+1,72,75,74,89+4,75+2,54,58,84+3,92+2,91+3,86+2,81,85+5,84+4,81,80+1,80,71+3,62,42,80,70+6,71,80,35+14,39+21,38+21,9,8,8,15,11,35.72
88,E. Bailly,Eric Bailly,22,187,77,Ivory Coast,Manchester United,82,90,Right,2,3,2,High/Medium,Normal,,RCB,,2016-07-01,LCB,81.0,41.0,59.0,82.0,83.0,,,,,,,"Dives Into Tackles (CPU AI Only), Power Header",41,33,74,71,36,52,42,43,56,63+4,79,83,67,74,65,55,84,81,82,48,86,84,36,35,46,43,82+1,83,86+1,14,14,10,9,8,20.14
89,S. de Vrij,Stefan de Vrij,24,189,78,Netherlands,Lazio,82,88,Right,3,4,2,Medium/High,Normal,,LCB,,2014-07-30,,67.0,41.0,65.0,84.0,71.0,,,,,,,"Dives Into Tackles (CPU AI Only), Long Passer (CPU AI Only)",49,25,76,70,27,61,45,16,71,72,69,66,62,78,60,65,71,55,78,60,75,86,32,50,41,82,85,86,82,8,10,7,14,13,20.14
90,R. Sterling,Raheem Sterling,21,170,69,England,Manchester City,82,88,Right,3,2,4,High/Medium,Lean,"#Speedster, #Dribbler, #Acrobat",RW,,2015-07-14,RW,93.0,71.0,86.0,46.0,61.0,,,,,,,"Flair, Speed Dribbler (CPU AI Only)",71,73,38,77,59,86,64,49,67,84,94,92,90,79,91,68,60,75,64,70,34,26,81,76,63,74,48,58,54,15,12,12,15,9,53.2
91,Marquinhos,Marquinhos,22,183,75,Brazil,Paris Saint-Germain,82,88,Right,2,3,2,Medium/Medium,Lean,,RCB,,2013-07-19,SUB,73.0,38.0,69.0,84.0,76.0,,,,,,,Long Throw-in,72,33,78,77,31,65,49,32,73,76,73,73,68,79,68,53,84,74,74,35,80,84,46,51,31,77,84,85,86,6,6,12,10,13,34.2
92,Y. Carrasco,Yannick Carrasco,22,180,66,Belgium,Atlético Madrid,82,88,Right,3,4,4,High/Medium,Lean,#Acrobat,SUB,,2015-07-10,LM,88.0,75.0,84.0,28.0,64.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",80,72,53,77,68,85,81,78,72,82,87,89+1,91+1,78,71-1,84,68,74,59,75,61,13,77,74,74,66,19,39,26,9,11,9,10,10,28.5
93,Danilo Pereira,Danilo Pereira,24,188,83,Portugal,FC Porto,82,87,Right,2,3,2,Medium/High,Normal,#Strength,CDM,,2015-07-02,SUB,68.0,59.0,74.0,83.0,87.0,,,,,,,Injury Free,46-3,50,82+1,79,50-4,75,40-6,53-9,75-1,77,67,68,65,76,60-8,80-4,63-10,87+3,88,62-5,89,84-1,63-4,65,40-3,82,80+2,86+1,81,9,7,13,14,15,12.92
94,M. Icardi,Mauro Icardi,23,181,75,Argentina,Inter,82,87,Right,3,4,2,Medium/Low,Normal,#Poacher,ST,,2013-07-09,,78.0,81.0,76.0,26.0,66.0,,,,,,,"Beat Offside Trap, Selfish, Power Header",43-6,88,79,69,80,74,58+3,45,47-6,78,77,79,75-2,82,76,80+2,90,68+4,75,69,35,22,87-1,58-5,74,74,17,21,21,13,9,5,7,9,40.66
95,S. Umtiti,Samuel Umtiti,22,181,75,France,FC Barcelona,82,87,Left,3,3,2,High/High,Normal,,SUB,,2016-07-12,SUB,75.0,64.0,70.0,82.0,78.0,,,,,,,Outside Foot Shot,69+5,51,72-6,78,70,69,72+10,63,71,73,74-2,75-2,68,75,66,83,87,80-2,76,74+4,79,86+1,58,56,61,66,80,85+7,83-3,15,10,14,12,15,19.76
96,X. Shaqiri,Xherdan Shaqiri,24,169,72,Switzerland,Stoke City,82,86,Left,3,4,4,High/Medium,Shaqiri,,RM,,2015-08-11,CAM,86.0,77.0,84.0,53.0,72.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Takes Finesse Free Kicks",74,74,37,80,76,84,82,78,75,83,89,84,87,79,94,84,63,78,73,78,64,65,77,79,65,79,51,52,53,13,12,12,11,11,17.48
97,Morata,Álvaro Morata,23,189,85,Spain,Real Madrid,82,86,Right,3,4,3,High/Medium,Normal,,SUB,,2016-07-01,ST,83.0,79.0,79.0,23.0,73.0,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",73+6,81-1,75+5,74+3,80+4,82-2,76+1,44+1,51,83-2,79-4,86-1,59-16,80+2,56-9,78-1,79+4,68-7,82+4,74-3,54-2,24+3,83-2,76+6,72-2,78,14-1,14-5,20+5,4-5,5+1,4-8,4-2,5-7,33.7725
98,Roberto Firmino,Roberto Firmino,24,181,76,Brazil,Liverpool,82,86,Right,2,4,4,High/Medium,Lean,#Dribbler,ST,,2015-07-06,SUB,79.0,80.0,85.0,40.0,72.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",70,82,71,82,78,87,78,67,74,83,79+1,79+4,82,80,78,79,81,79,71,79,64,33,81,83,72,76,24,52,31,8,11,9,6,10,39.9
99,D. Berardi,Domenico Berardi,21,183,72,Italy,Sassuolo,82,86,Left,2,3,3,High/Medium,Lean,,RW,,2012-07-01,,88.0,80.0,85.0,30.0,72.0,,,,,,,"Speed Dribbler (CPU AI Only), Takes Finesse Free Kicks",76,80,62,75,78+2,86+1,72+1,74+11,75,86+1,87+1,88+1,87,75,73,81,66+1,80,65+1,80,80,26,81+2,77,84,71,22,30,30,5,6,5,5,6,21.85
100,K. Koulibaly,Kalidou Koulibaly,25,195,89,Senegal,Napoli,82,85,Right,2,2,2,High/High,Normal,"#Aerial Threat, #Strength",LCB,,2014-07-01,,74.0,26.0,56.0,82.0,86.0,,,,,,,Power Header,30,19,78+1,57+1,14,54,28,28,48,57,69,78,53,79+1,48,55,78,75,93,15,86,81+1,24,34,33,67,83+1,83,82+1,7,11,7,13,5,24.795
101,A. Florenzi,Alessandro Florenzi,25,173,67,Italy,Roma,82,85,Right,3,3,3,High/Medium,Lean,,RB,,2010-07-01,SUB,85.0,79.0,81.0,76.0,77.0,,,,,,,,77+2,76,70,82,87,79+1,73,79,75,83,86,84,87,79,84,82,74,92,68,82+2,79,76+3,82,75,76,79,73+2,79+2,77+1,9,8,10,11,10,23.56
102,D. Lovren,Dejan Lovren,26,188,84,Croatia,Liverpool,82,84,Right,2,4,2,High/High,Normal,,LCB,,2014-07-27,,58.0,40.0,63.0,82.0,81.0,,,,,,,Dives Into Tackles (CPU AI Only),59,33,75,70,42,64,26,18,68,67,61+6,55+3,54+5,75,41,63,80+4,70,85+6,34,87,81+8,21,56,52,75,82,85,86,14,14,13,10,7,15.96
103,A. Witsel,Axel Witsel,27,186,73,Belgium,Zenit St. Petersburg,82,83,Right,3,3,4,Medium/Medium,Normal,,RCM,,2012-09-03,RCM,71.0,74.0,82.0,73.0,80.0,,,,,,,"Injury Free, Flair",69,71,77,83,67,83,69,68,78,85,67,74,82,81,60,78,72,85,79,74,78,80,75,78,81,86,69,73,71,5,7,7,10,7,26.98
104,S. N'Zonzi,Steven Nzonzi,27,190,75,France,Sevilla FC,82,83,Right,2,3,3,Medium/Medium,Lean,#Strength,LDM,,2015-07-09,,58.0,64.0,69.0,79.0,87.0,,,,,,,Injury Free,59,57+11,78+3,82+1,55+3,71-6,73,42,76+2,81,53-12,62-4,38-27,81+6,31-30,79,64,86+1,90+7,66,87+4,84+1,66,68,57,85,73,83+3,77+3,7,16,16,16,13,18.24
105,Parejo,Dani Parejo,27,180,75,Spain,Valencia CF,82,83,Right,2,4,3,Medium/Medium,Lean,,RCM,,2011-07-01,,54.0,77.0,78.0,59.0,73.0,,,,,,,"Set Play Specialist, Takes Finesse Free Kicks",84-1,75,63,90-1,72,76-3,86+1,85+1,87+1,84-2,56-5,53-2,73-1,74,68-1,78,56-1,78-2,73,81,72,70-2,79,85-2,83,70,52,61+6,51,5,9,12,14,8,21.28
106,Ander Herrera,Ander Herrera,26,182,73,Spain,Manchester United,82,83,Right,2,4,4,High/High,Lean,#Playmaker  ,SUB,,2014-06-26,,73.0,72.0,84.0,64.0,71.0,,,,,,,"Diver, Dives Into Tackles (CPU AI Only), Playmaker (CPU AI Only)",74,71,58,86-2,67,83,76,65,80,86-1,78,68-4,84,84+3,83+2,70,63,80+2,62,74,83+1,70,80,86+1,79,80,61+1,64,66+2,9,12,15,9,8,31.92
107,M. Dembélé,Moussa Dembélé,28,185,82,Belgium,Tottenham Hotspur,82,82,Left,3,2,4,Medium/Medium,Normal,,LDM,,2012-08-01,SUB,77.0,72.0,83.0,73.0,84.0,,,,,,,"Avoids Using Weaker Foot, Flair, Technical Dribbler (CPU AI Only)",65,66,68,84,77,85,65,55,79,84,78,77,83,78,62+3,85,77,84+2,89+1,72,74,77+2,71,76,67,86,67+2,80+3,65,16,14,11,16,14,3.42
108,M. Dembélé,Moussa Dembélé,19,183,74,France,Celtic,71,83,Right,1,3,3,Medium/Low,Lean,,SUB,,2016-07-01,,81.0,68.0,71.0,20.0,66.0,,,,,,,Long Shot Taker (CPU AI Only),50,74+5,60,63+4,55+3,72+4,53+12,35,41,71+4,78,83,74,68+9,63,68,80,64+3,75+1,58+3,44,22,68,57,61,64,13,14,16,7,13,11,10,8,3.42
109,M. Arnautović,Marko Arnautovic,27,192,83,Austria,Stoke City,82,82,Right,3,4,4,Medium/Medium,Normal,,LM,,2013-09-02,LM,78.0,75.0,82.0,51.0,80.0,,,,,,,"Diver, Selfish, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",83,75+2,72+1,79,79,84,79,74,68,85+1,78-2,78+1,76,73,57,76,68,79+1,85,71+2,73,46,79+1,80+1,78,77,47,57,30,14,15,10,10,15,11.4
110,G. Sigurðsson,Gylfi Sigurdsson,26,186,77,Iceland,Swansea City,82,82,Right,3,3,3,High/Medium,Normal,#FK Specialist,CAM,,2014-07-23,,68.0,81.0,78.0,53.0,68.0,,,,,,,"Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",81+3,81,60,83+3,75+1,78+2,86+3,88+2,75,82,67,69+2,72,77,62,82,70,79-1,67,83,57,37,80,84,80,80,55,58+5,57,13,8,10,15,12,15.58
111,G. Bonaventura,Giacomo Bonaventura,26,181,75,Italy,Milan,82,82,Right,2,3,3,High/Medium,Lean,,LCM,,2014-09-01,SUB,82.0,77.0,82.0,60.0,73.0,,,,,,,"Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",82+3,74,58,82+1,76+4,83,77+2,78,78+1,83,83,81+2,79,82+4,77,82,69+3,87+2,69,82,66,64+3,78-2,80+2,68,82,54,64+1,64+1,10,14,7,15,14,23.94
112,J. Vardy,Jamie Vardy,29,178,76,England,Leicester City,82,82,Right,3,3,3,High/High,Lean,"#Speedster, #Engine",LS,,2012-05-01,SUB,93.0,80.0,77.0,54.0,79.0,,,,,,,"Diver, Beat Offside Trap",63,84+2,64,66,76+1,76,59+7,48,48,76+1,94+3,93,77+1,84+2,79,85+1,70,90,69,68,92+1,51,86+3,72+3,76,78,52-2,56-2,54-2,15,14,7,15,11,19.0
113,R. Barkley,Ross Barkley,22,189,76,England,Everton,81,89,Right,2,5,3,Medium/Medium,Normal,,CAM,,2010-12-08,,78.0,73.0,82.0,56.0,75.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Playmaker (CPU AI Only)",65,70,65,84,61,85,56,56,78,84,79,78,70,77,59,78,63,74,77,79,73,45,71,81,65,80,56,60,52,9,14,12,6,10,24.7
114,L. Shaw,Luke Shaw,20,185,75,England,Manchester United,81,89,Left,2,2,2,High/Medium,Stocky,,LB,,2014-06-27,SUB,86.0,51.0,78.0,79.0,79.0,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",78+2,44+12,67,75,58+27,79,63,58,64,76,83+4,88+4,80,79+3,75+5,62+12,68+5,83+2,80+3,48+6,74+10,79+4,73+4,65,53,75,81+3,82+1,80,10,12,13,7,7,23.94
