,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2019
58,Parejo,Dani Parejo,30,182,74,Spain,Valencia CF,86,86,Right,2,4,3,Medium/Medium,Lean,"#Playmaker  , #FK Specialist, #Complete Midfielder",RCM,,2011-07-01,,41.0,80.0,79.0,70.0,69.0,,,,,,,"Diver, Leadership, Finesse Shot",84,80,61,91,72,79,89,90,88,85,49,35,64,78,72,79,49,76,71,82,58,81,81,86,83,85,69,68,65,5,9,12,14,8,34.2
59,T. Müller,Thomas Müller,29,186,75,Germany,FC Bayern München,86,86,Right,4,4,3,High/High,Lean,"#Engine, #Clinical Finisher",SUB,,2008-08-10,,72.0,83.0,78.0,55.0,71.0,,,,,,,"Diver, Speed Dribbler (CPU AI Only)",79,87,81,81,84,75,81,59,72,82,69,75,74,91,71,78,77,86,67,80,61,58,92,85,60,84,44,57,46,6,7,11,14,14,39.9
60,C. Immobile,Ciro Immobile,29,185,85,Italy,Lazio,86,86,Right,3,4,3,High/Medium,Normal,#Clinical Finisher,ST,,2016-07-27,ST,80.0,85.0,81.0,39.0,76.0,,,,,,,Speed Dribbler (CPU AI Only),55,87,81,74,85,83,70,51,49,83,76,83,75,87,63,86,77,79,73,80,77,40,91,65,78,81,34,33,32,6,8,15,12,6,45.6
61,A. Lacazette,Alexandre Lacazette,28,175,73,France,Arsenal,86,86,Right,3,4,4,High/High,Normal,#Dribbler,ST,,2017-07-05,,82.0,85.0,86.0,40.0,74.0,,,,,,,"Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",68,87,74,81,82,86,74,74,69,86,82,82,85,86,85,86,76,79,73,78,72,42,87,78,84,86,29,42,30,11,6,9,5,6,79.8
62,M. de Ligt,Matthijs de Ligt,19,189,89,Netherlands,Juventus,85,93,Right,3,4,2,Medium/High,Normal,#Strength,SUB,,2019-07-18,RCB,67.0,58.0,68.0,83.0,84.0,,,,,,,"Diver, Avoids Using Weaker Foot, Long Passer (CPU AI Only)",52,50,85,76,40,66,48,55,74,74,61,72,56,83,60,82,84,77,88,64,82,82,44,63,40,82,86,82,80,12,11,11,12,10,82.65
63,G. Donnarumma,Gianluigi Donnarumma,20,196,90,Italy,Milan,85,92,Right,3,3,1,Medium/Medium,Normal,,GK,,2015-07-01,GK,,,,,,90.0,80.0,74.0,90.0,50.0,80.0,"Swerve Pass, Acrobatic Clearance",12,12,12,34,8,28,12,14,24,28,46,54,64,79,38,56,72,34,72,18,30,26,14,50,24,68,20,14,16,90,80,74,80,90,59.85
64,F. de Jong,Frenkie de Jong,22,180,74,Netherlands,FC Barcelona,85,91,Right,3,3,4,Medium/High,Lean,"#Dribbler, #Playmaker  , #Complete Midfielder",LCM,,2019-07-01,LDM,79.0,64.0,87.0,76.0,76.0,,,,,,,"Selfish, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",75,64,66,90,69,88,84,64,86,89,80,78,84,87,79,68,76,82,74,62,72,81,70,86,45,90,75,75,77,7,13,10,10,9,91.2
65,R. Varane,Raphaël Varane,26,191,81,France,Real Madrid,85,90,Right,3,3,2,Medium/High,Lean,#Tackling ,RCB,,2011-07-01,RCB,83.0,45.0,63.0,85.0,80.0,,,,,,,,36,40,83,75,42,55,46,52,76,77,79,86,63,83,38,52,79,72,86,53,77,82,44,59,43,84,87,86,85,11,11,9,5,14,79.8
66,N. Süle,Niklas Süle,23,195,97,Germany,FC Bayern München,85,90,Right,2,3,2,Medium/Medium,Stocky,"#Aerial Threat, #Tackling , #Strength",RCB,,2017-07-01,RCB,72.0,42.0,50.0,86.0,82.0,,,,,,,,34,22,86,78,33,43,28,30,69,63,53,87,34,81,33,77,40,66,94,62,83,81,26,40,32,75,85,89,87,15,7,14,7,15,68.4
67,Rodri,Rodri,23,191,82,Spain,Manchester City,85,90,Right,2,4,3,Medium/High,Lean,,SUB,,2019-07-04,SUB,67.0,68.0,77.0,82.0,80.0,,,,,,,,63,64,75,85,59,76,65,54,82,82,68,66,69,82,72,74,69,84,80,76,76,84,75,82,46,85,82,84,78,10,10,7,14,8,79.8
68,R. Hernández,Rodri,30,173,71,Mexico,Tiburones Rojos de Veracruz,50,50,Right,1,1,2,Low/Low,Normal,,RES,,2019-07-26,,53.0,39.0,48.0,51.0,52.0,,,,,,,,48,32,38,53,33,45,46,44,54,50,55,51,52,55,50,56,55,45,55,37,54,54,41,47,52,48,52,52,51,12,11,11,12,8,79.8
69,A. Robertson,Andrew Robertson,25,178,64,Scotland,Liverpool,85,89,Left,1,2,3,High/High,Lean,#Engine,LB,,2017-07-21,LB,85.0,62.0,79.0,80.0,75.0,,,,,,,"Dives Into Tackles (CPU AI Only), Early Crosser",89,57,63,79,32,78,78,30,71,81,83,86,78,84,74,74,62,94,65,65,80,82,76,77,55,79,81,83,80,11,8,10,7,14,91.2 
70,J. Giménez,José Giménez,24,185,80,Uruguay,Atlético Madrid,85,89,Right,2,3,2,Medium/High,Normal,#Tackling ,RCB,,2013-07-01,,69.0,45.0,54.0,86.0,82.0,,,,,,,Injury Prone,47,37,81,69,30,50,36,44,62,60,67,70,54,79,39,72,89,64,88,48,89,85,24,27,38,75,88,86,86,9,11,7,10,15,79.8
71,C. Lenglet,Clément Lenglet,24,186,81,France,FC Barcelona,85,89,Left,2,4,2,Medium/High,Lean,#Tactician ,LCB,,2018-07-12,,75.0,45.0,65.0,86.0,80.0,,,,,,,Long Passer (CPU AI Only),55,39,82,81,37,57,59,31,75,76,77,74,62,84,60,58,86,75,82,46,80,87,54,66,49,82,90,83,81,10,10,9,12,7,62.7
72,Bruno Fernandes,Bruno Fernandes,24,179,69,Portugal,Sporting CP,85,88,Right,2,4,4,High/High,Lean,"#Playmaker  , #Engine, #Distance Shooter, #Crosser, #FK Specialist, #Complete Midfielder",RCM,,2017-07-01,RCM,77.0,83.0,85.0,65.0,74.0,,,,,,,"Avoids Using Weaker Foot, Selfish, Leadership, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",86,77,58,86,86,85,86,87,87,87,79,76,78,84,79,89,72,92,67,88,70,73,81,88,87,86,66,64,57,12,14,15,8,14,51.3
73,A. Lopes,Anthony Lopes,28,184,81,Portugal,Olympique Lyonnais,85,87,Left,2,2,1,Medium/Medium,Normal,,GK,,2011-07-01,,,,,,,87.0,80.0,75.0,89.0,64.0,84.0,"Giant Throw-in, Swerve Pass, Acrobatic Clearance",19,18,16,32,13,15,15,14,31,21,63,64,67,84,62,56,82,36,73,18,43,25,9,48,16,65,13,15,13,87,80,75,84,89,28.5
74,R. Lukaku,Romelu Lukaku,26,190,94,Belgium,Inter,85,86,Left,3,4,3,Medium/Medium,Stocky,#Strength,LS,,2019-08-08,ST,75.0,82.0,72.0,35.0,84.0,,,,,,,"Early Crosser, Long Passer (CPU AI Only)",72,84,85,75,77,78,78,66,71,70,64,84,55,84,46,87,71,75,95,74,71,27,86,73,78,81,30,30,30,8,15,14,7,10,85.5
75,D. Alaba,David Alaba,27,180,78,Austria,FC Bayern München,85,86,Left,4,4,3,Medium/Medium,Lean,,LB,,2010-02-10,LM,83.0,73.0,80.0,80.0,76.0,,,,,,,Argues with Officials,82,63,74,82,68,79,78,85,79,82,79,86,78,84,78,85,83,85,74,80,69,82,76,77,79,80,80,80,80,5,7,14,15,9,62.7
76,M. Icardi,Mauro Icardi,26,181,75,Argentina,Inter,85,86,Right,3,4,3,Medium/Low,Normal,#Poacher,RES,,2013-07-09,,75.0,84.0,77.0,36.0,69.0,,,,,,,"Diver, Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only)",46,89,88,73,85,75,58,45,54,80,76,75,75,85,76,84,94,67,73,70,56,22,92,64,82,79,45,24,20,13,9,5,7,9,93.1
77,Carvajal,Dani Olmo,27,173,73,Spain,Real Madrid,85,86,Right,3,3,3,High/High,Stocky,#Engine,RB,,2013-07-05,RB,81.0,47.0,81.0,82.0,80.0,,,,,,,,84,41,70,83,34,78,74,47,74,84,79,83,80,84,82,68,77,90,74,36,84,83,75,74,45,82,83,83,85,13,13,15,9,15,25.65
78,Dani Olmo,Dani Olmo,21,179,72,Spain,Dinamo Zagreb,79,87,Right,1,4,4,High/Medium,Lean,,LCM,,2014-07-31,,80.0,76.0,82.0,48.0,61.0,,,,,,,"Selfish, Argues with Officials, Crowd Favourite",77,75,43,76,76,82,72,75,77,83,78,82,80,73,89,79,55,78,54,76,60,57,80,77,62,82,43,50,44,15,15,13,12,11,25.65
79,H. Ziyech,Hakim Ziyech,26,181,65,Morocco,Ajax,85,86,Left,3,2,4,High/Medium,Lean,"#Playmaker  , #Acrobat",RAM,,2016-08-30,,80.0,75.0,83.0,50.0,66.0,,,,,,,"Selfish, Leadership, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",84,73,53,86,74,83,90,78,89,83,83,77,86,84,78,80,37,84,58,77,73,52,82,89,67,77,44,56,40,11,7,11,8,14,45.6
80,G. Higuaín,Gonzalo Higuaín,31,186,89,Argentina,Juventus,85,85,Right,4,4,3,High/Medium,Normal,#Clinical Finisher,SUB,,2016-07-26,,63.0,85.0,80.0,31.0,71.0,,,,,,,"Argues with Officials, Speed Dribbler (CPU AI Only), Skilled Dribbling",68,88,77,75,88,80,74,62,60,84,62,64,72,86,69,86,78,60,84,80,50,20,90,75,70,85,35,22,18,5,12,7,5,10,45.6
81,B. Matuidi,Blaise Matuidi,32,180,75,France,Juventus,85,85,Left,3,2,2,Medium/High,Lean,#Tactician ,SUB,,2017-08-18,LM,75.0,66.0,78.0,83.0,81.0,,,,,,,"Diver, Beat Offside Trap",74,60,68,83,72,76,60,52,77,79,77,73,83,84,79,78,84,90,74,67,86,86,72,74,56,82,85,84,86,8,11,5,10,14,25.08
82,G. Bale,Gareth Bale,29,185,82,Wales,Real Madrid,85,85,Left,4,3,4,Medium/Medium,Lean,"#Speedster, #Distance Shooter, #Crosser, #FK Specialist",SUB,,2013-09-02,RM,91.0,87.0,82.0,58.0,76.0,,,,,,,"Inflexible, Power Free-Kick, Argues with Officials, Early Crosser, Speed Dribbler (CPU AI Only), Outside Foot Shot",86,84,84,81,85,83,90,87,80,84,90,91,79,80,65,92,86,73,80,90,65,59,85,79,76,85,54,55,52,15,15,11,5,6,74.1
83,Marcelo,Marcelo,31,174,75,Brazil,Real Madrid,85,85,Left,4,4,5,High/Low,Normal,"#Dribbler, #Crosser",LB,,2007-01-01,,81.0,74.0,89.0,77.0,79.0,,,,,,,"Selfish, Speed Dribbler (CPU AI Only)",89,73,75,85,63,89,84,67,77,92,82,80,85,85,86,82,77,79,78,70,81,81,83,80,59,85,71,79,82,12,5,5,5,9,34.2
84,M. Silva,Marcelo,30,185,82,Uruguay,Real Salt Lake,69,69,Right,1,3,2,Medium/Medium,Stocky,,RCB,,2017-07-12,,37.0,35.0,51.0,66.0,78.0,,,,,,,"Injury Prone, Long Passer (CPU AI Only)",32,22,71,61,34,48,49,46,58,54,36,37,60,61,42,61,81,60,86,35,78,68,30,43,49,55,65,65,60,6,12,7,6,14,34.2
85,A. Witsel,Axel Witsel,30,186,81,Belgium,Borussia Dortmund,85,85,Right,3,4,4,Medium/High,Lean,,LDM,,2018-08-17,LCM,73.0,74.0,79.0,83.0,81.0,,,,,,,"Diver, Avoids Using Weaker Foot",69,71,81,89,77,78,69,68,84,84,67,77,76,85,67,78,77,82,82,74,79,80,75,80,76,92,82,85,83,5,7,7,10,7,36.48
86,Alex Sandro,Alex Sandro,28,180,80,Brazil,Juventus,85,85,Left,3,3,3,High/Medium,Normal,,LB,,2015-08-21,,83.0,65.0,80.0,82.0,82.0,,,,,,,Early Crosser,84,55,76,81,68,80,78,59,71,81,81,85,78,84,77,80,79,91,78,72,82,82,70,70,60,82,81,84,84,7,7,9,12,5,51.3
87,Iago Aspas,Iago Aspas,31,176,67,Spain,RC Celta,85,85,Left,2,3,3,High/High,Lean,"#Acrobat, #Clinical Finisher",RS,,2015-07-01,SUB,78.0,84.0,85.0,35.0,64.0,,,,,,,"Power Free-Kick, Beat Offside Trap, Speed Dribbler (CPU AI Only), Giant Throw-in, Outside Foot Shot",80,88,78,79,83,86,80,76,68,85,80,76,87,85,72,79,66,71,60,82,63,39,86,79,82,85,39,21,18,12,16,9,12,13,25.65
88,Koke,Koke,27,176,74,Spain,Atlético Madrid,85,85,Right,3,4,3,High/High,Normal,"#Engine, #Crosser",RM,,2011-01-01,SUB,68.0,75.0,82.0,74.0,79.0,,,,,,,"Finesse Shot, Giant Throw-in",86,72,61,89,56,82,85,76,87,85,70,67,71,87,80,84,63,92,75,81,79,79,82,85,59,84,74,78,64,14,12,5,10,13,79.8
89,J. Rodríguez,James Rodríguez,27,180,75,Colombia,Real Madrid,85,85,Left,4,2,4,Medium/Medium,Normal,"#Playmaker  , #Distance Shooter, #Crosser, #FK Specialist, #Complete Midfielder",SUB,,2014-07-22,CAM,55.0,86.0,86.0,50.0,63.0,,,,,,,"Selfish, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",90,83,62,86,90,85,89,86,83,90,57,54,80,84,76,86,46,65,64,92,60,55,80,86,81,87,52,41,44,15,15,15,5,14,57.0
90,Allan,Allan Saint-Maximin,28,175,74,Brazil,Napoli,85,85,Right,2,3,4,Medium/High,Normal,"#Tackling , #Tactician ",RCM,,2015-07-22,,75.0,71.0,84.0,85.0,84.0,,,,,,,Diver,70,74,59,86,56,84,65,49,79,84,79,71,82,89,86,73,69,94,79,69,90,89,79,80,53,85,88,88,86,13,13,5,5,8,28.5
91,A. Saint-Maximin,Allan Saint-Maximin,22,173,67,France,Newcastle United,79,86,Right,2,4,5,High/Low,Normal,"#Speedster, #Dribbler, #Acrobat",SUB,,2019-08-02,,93.0,70.0,87.0,23.0,63.0,,,,,,,"Injury Free, Selfish, Early Crosser, Crowd Favourite",66,69,53,75,59,90,70,46,72,81,93,93,93,78,86,80,68,77,66,69,36,15,74,70,58,81,26,16,22,10,9,12,7,7,28.5
92,J. Sancho,Jadon Sancho,19,180,76,England,Borussia Dortmund,84,92,Right,2,4,5,Medium/Low,Lean,"#Dribbler, #Acrobat",RM,,2017-08-31,RW,88.0,72.0,90.0,36.0,60.0,,,,,,,"Beat Offside Trap, Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",78,78,37,83,80,92,81,48,59,88,89,87,91,84,90,68,51,77,59,62,43,29,78,83,57,80,32,45,34,7,11,10,11,13,102.6
93,K. Havertz,Kai Havertz,20,188,83,Germany,Bayer 04 Leverkusen,84,92,Left,1,4,4,Medium/Medium,Lean,,RF,,2016-07-01,SUB,84.0,78.0,84.0,44.0,65.0,,,,,,,"Beat Offside Trap, Leadership, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",73,81,74,85,80,84,79,53,78,87,77,89,78,82,73,73,69,82,65,75,41,38,83,82,69,84,39,46,38,6,8,11,10,12,102.6
94,O. Dembélé,Ousmane Dembélé,22,178,67,France,FC Barcelona,84,90,Left,3,5,5,High/Medium,Lean,"#Speedster, #Dribbler",SUB,,2017-08-28,SUB,93.0,79.0,87.0,36.0,57.0,,,,,,,"Power Free-Kick, Selfish, Early Crosser, Crowd Favourite",84,79,43,82,76,89,82,64,76,85,94,93,89,78,83,83,59,69,52,78,54,36,78,78,75,82,42,30,33,6,6,14,10,13,125.4
95,Kepa,Kepa,24,186,85,Spain,Chelsea,84,89,Right,1,4,1,Medium/Medium,Lean,,GK,,2018-08-08,SUB,,,,,,84.0,82.0,86.0,85.0,33.0,80.0,"Flair, Flair Passes",25,11,18,51,18,10,25,19,53,16,34,33,41,78,39,65,71,37,51,14,18,21,15,57,24,63,19,18,16,84,82,86,80,85,68.4
96,João Cancelo,João Cancelo,25,182,74,Portugal,Manchester City,84,89,Right,2,3,4,High/Medium,Lean,#Crosser,SUB,,2019-08-07,SUB,90.0,65.0,84.0,78.0,71.0,,,,,,,Crowd Favourite,86,58,68,81,62,85,82,69,75,84,89,90,82,84,79,80,72,92,60,68,73,78,78,78,46,82,79,80,80,6,9,15,14,14,62.7
97,D. Alli,Dele Alli,23,188,80,England,Tottenham Hotspur,84,89,Right,3,3,4,High/High,Lean,#Engine,CAM,,2015-02-02,LCM,72.0,81.0,82.0,71.0,79.0,,,,,,,"Selfish, Crowd Favourite",68,82,83,84,79,83,75,68,80,86,68,76,75,86,62,78,71,89,72,80,84,74,88,83,74,87,70,70,63,7,6,9,11,8,102.6
98,L. Hernández,Lucas Hernández,23,182,76,France,FC Bayern München,84,89,Left,3,3,2,High/High,Normal,,LCB,,2019-07-01,LB,81.0,54.0,71.0,83.0,82.0,,,,,,,Long Passer (CPU AI Only),78,53,82,79,46,65,59,39,63,79,79,83,70,85,68,62,85,83,79,51,86,83,62,63,42,76,81,84,86,10,7,8,14,10,79.8
99,Arthur,Arthur,22,171,73,Brazil,FC Barcelona,84,89,Right,2,3,4,Medium/Medium,Normal,"#Dribbler, #Playmaker  , #Complete Midfielder",SUB,,2018-07-09,,69.0,71.0,86.0,73.0,70.0,,,,,,,"Finesse Shot, Crowd Favourite",70,69,58,88,63,86,74,60,82,88,71,67,79,83,89,74,68,73,67,73,75,75,75,86,69,81,76,76,70,6,13,13,11,12,74.1
100,M. Depay,Memphis Depay,25,176,78,Netherlands,Olympique Lyonnais,84,88,Right,3,3,5,High/Low,Stocky,#FK Specialist,LW,,2017-01-20,ST,87.0,80.0,84.0,32.0,78.0,,,,,,,"Selfish, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",83,78,65,80,74,84,85,88,74,85,87,87,81,79,79,87,74,79,80,81,75,28,83,85,71,78,29,31,20,8,14,6,12,10,51.3
101,L. Goretzka,Leon Goretzka,24,189,79,Germany,FC Bayern München,84,88,Right,3,4,3,High/Medium,Lean,,SUB,,2018-07-01,RCM,81.0,77.0,81.0,75.0,79.0,,,,,,,"Injury Prone, Argues with Officials, Early Crosser",75,76,80,84,68,81,76,75,79,84,84,78,76,84,70,79,74,86,75,83,80,79,79,82,60,80,72,74,73,13,8,15,11,9,57.0
102,J. Brandt,Julian Brandt,23,185,83,Germany,Borussia Dortmund,84,88,Right,2,4,4,Medium/Medium,Normal,#Dribbler,SUB,,2019-07-01,SUB,82.0,78.0,85.0,40.0,68.0,,,,,,,"Selfish, Argues with Officials, Speed Dribbler (CPU AI Only), Crowd Favourite",78,79,53,86,78,86,77,59,80,86,78,86,81,83,78,81,63,78,74,80,43,39,80,84,54,82,39,42,29,11,16,11,8,9,54.15
103,K. Coman,Kingsley Coman,23,179,75,France,FC Bayern München,84,88,Right,2,3,4,Medium/Low,Lean,"#Speedster, #Dribbler, #Acrobat",LW,,2015-08-30,SUB,92.0,76.0,87.0,29.0,60.0,,,,,,,"Power Free-Kick, Early Crosser",79,76,52,78,77,87,84,70,72,87,94,91,88,84,85,80,73,69,64,73,36,23,83,79,70,76,29,27,21,5,3,5,3,5,62.7
104,S. Gnabry,Serge Gnabry,23,175,75,Germany,FC Bayern München,84,87,Right,2,4,4,High/Medium,Normal,"#Speedster, #Dribbler, #Acrobat",RW,,2017-07-01,RW,90.0,82.0,86.0,43.0,69.0,,,,,,,"Power Free-Kick, Selfish, Argues with Officials, Early Crosser, Crowd Favourite",76,81,44,79,83,87,70,62,69,83,92,89,86,82,88,86,64,74,69,81,63,38,82,77,68,78,45,42,45,14,10,10,9,7,59.85
105,N. Fekir,Nabil Fekir,25,173,75,France,Real Betis,84,87,Left,3,3,4,High/Medium,Normal,#Dribbler,RM,,2019-07-23,,78.0,82.0,88.0,33.0,77.0,,,,,,,"Long Throw-in, Beat Offside Trap, Selfish, Speed Dribbler (CPU AI Only), Outside Foot Shot, Crowd Favourite",83,82,49,83,77,90,81,80,75,89,79,77,82,78,91,84,64,74,82,82,73,28,81,81,74,89,31,37,25,15,9,8,14,15,68.4
106,B. Leno,Bernd Leno,27,190,83,Germany,Arsenal,84,86,Right,3,3,1,Medium/Medium,Normal,,GK,,2018-07-01,,,,,,,83.0,81.0,78.0,85.0,56.0,84.0,Swerve Pass,9,9,13,45,10,16,9,8,42,30,55,56,52,79,44,59,73,43,68,14,28,22,7,54,23,66,27,15,18,83,81,78,84,85,34.2
107,Luis Alberto,Luis Alberto,26,183,74,Spain,Lazio,84,86,Right,2,3,4,Medium/Medium,Lean,,CM,,2016-08-31,,71.0,76.0,85.0,49.0,59.0,,,,,,,"Beat Offside Trap, Selfish, Leadership, Argues with Officials, Finesse Shot, Crowd Favourite",76,77,49,88,76,86,86,81,87,88,75,68,81,80,74,77,54,70,65,76,29,42,80,85,56,72,48,56,41,6,8,6,12,11,33.06
108,Alex Telles,Alex Telles,26,181,71,Brazil,FC Porto,84,86,Left,3,2,3,High/High,Lean,"#Engine, #Crosser",LB,,2016-07-13,,85.0,72.0,81.0,80.0,76.0,,,,,,,"Diver, Early Crosser, Giant Throw-in",89,65,74,84,67,82,87,79,87,83,84,85,73,83,70,80,80,91,68,76,78,80,76,76,81,80,80,81,79,13,8,12,11,14,37.05
109,S. de Vrij,Stefan de Vrij,27,189,78,Netherlands,Inter,84,85,Right,3,4,2,Medium/High,Normal,,CB,,2018-07-01,SUB,66.0,41.0,68.0,86.0,74.0,,,,,,,"Leadership, Long Passer (CPU AI Only)",49,25,80,73,27,66,45,16,71,71,65,66,62,81,59,65,76,62,78,60,78,85,32,64,41,82,88,87,84,8,10,7,14,13,57.0
110,Felipe Anderson,Felipe Anderson,26,175,70,Brazil,West Ham United,84,85,Right,3,4,4,High/Medium,Normal,#Dribbler,RM,,2018-07-15,,89.0,77.0,89.0,55.0,61.0,,,,,,,"Beat Offside Trap, Selfish, Argues with Officials, Early Crosser",81,74,44,81,73,90,77,69,76,88,89,89,89,77,87,86,37,74,55,84,67,69,76,81,53,84,47,59,46,12,10,9,5,7,47.5
111,M. Özil,Mesut Özil,30,180,76,Germany,Arsenal,84,84,Left,4,2,4,Medium/Low,Lean,#Playmaker  ,CAM,,2013-09-02,,70.0,72.0,84.0,24.0,56.0,,,,,,,"Beat Offside Trap, Selfish, Finesse Shot",83,73,51,89,80,84,84,76,82,89,72,69,77,83,71,70,45,67,56,69,44,24,81,90,67,83,24,16,19,6,14,10,6,14,28.5
112,G. Wijnaldum,Georginio Wijnaldum,28,175,69,Netherlands,Liverpool,84,84,Right,3,3,4,High/High,Lean,#Engine,LCM,,2016-07-22,CAM,77.0,73.0,84.0,76.0,78.0,,,,,,,Selfish,69,70,74,85,73,85,76,67,79,85,79,76,81,83,84,78,79,93,72,71,74,78,78,78,74,86,76,78,69,16,6,14,12,6,57.0
113,I. Perišić,Ivan Perisic,30,186,80,Croatia,FC Bayern München,84,84,Right,3,5,4,Medium/Medium,Lean,,SUB,Inter,,,84.0,80.0,82.0,62.0,77.0,,,,,,,"Selfish, Early Crosser",83,79,80,78,81,82,73,75,74,85,83,85,77,79,74,84,84,89,76,78,65,69,83,76,76,80,64,52,54,6,7,10,9,6,33.82
114,Azpilicueta,César Azpilicueta,29,178,76,Spain,Chelsea,84,84,Right,3,3,2,Medium/Medium,Normal,"#Tackling , #Tactician ",RB,,2012-08-24,SUB,70.0,55.0,73.0,85.0,76.0,,,,,,,"Inflexible, Diver, Dives Into Tackles (CPU AI Only), Leadership, Giant Throw-in",81,46,75,80,51,69,68,58,80,77,73,68,72,86,73,68,77,83,70,60,84,86,62,74,66,78,85,87,86,13,9,10,6,5,39.9
115,José Callejón,José Callejón,32,178,73,Spain,Napoli,84,84,Right,3,3,3,High/High,Lean,#Engine,RM,,2013-07-11,,89.0,78.0,83.0,47.0,64.0,,,,,,,"Diver, Early Crosser",82,78,65,80,84,82,73,65,51,85,88,90,85,82,80,78,71,90,54,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11,22.8
116,I. Gündoğan,Ilkay Gündogan,28,180,80,Germany,Manchester City,84,84,Right,3,4,4,High/Medium,Normal,#Playmaker  ,SUB,,2016-07-01,LCM,66.0,74.0,84.0,72.0,71.0,,,,,,,"Power Free-Kick, Selfish, Finesse Shot, Crowd Favourite",78,71,50,88,75,84,85,74,85,88,67,66,77,85,77,77,61,71,73,74,70,77,78,86,76,87,75,74,67,11,14,5,5,13,57.0
117,K. Walker,Kyle Walker,29,183,70,England,Manchester City,84,84,Right,3,2,2,High/High,Normal,"#Speedster, #Engine",RB,,2017-07-14,RB,91.0,63.0,77.0,81.0,81.0,,,,,,,"Inflexible, Early Crosser",81,51,74,78,57,79,76,71,75,78,87,94,66,83,70,86,83,89,77,69,78,81,68,69,63,75,78,84,83,12,6,16,15,8,57.0
118,Canales,Sergio Canales,28,176,65,Spain,Real Betis,84,84,Left,2,3,4,High/Medium,Lean,,RCM,,2018-07-03,SUB,78.0,79.0,81.0,51.0,66.0,,,,,,,"Power Free-Kick, Selfish, Argues with Officials",79,80,46,84,63,82,81,79,82,83,77,78,77,81,70,78,35,77,67,81,55,50,83,87,72,80,60,47,43,15,12,16,13,12,22.8
119,Douglas Costa,Douglas Costa,28,172,70,Brazil,Juventus,84,84,Left,3,3,5,High/Medium,Normal,"#Speedster, #Dribbler, #Acrobat",SUB,,2018-07-01,,94.0,73.0,91.0,43.0,61.0,,,,,,,"Selfish, Argues with Officials, Early Crosser",82,64,50,83,76,92,84,78,65,91,95,93,93,80,91,86,60,71,58,80,55,48,74,80,77,80,45,38,34,13,15,9,12,5,43.32
120,Pizzi,Pizzi,29,177,72,Portugal,SL Benfica,84,84,Right,3,4,3,High/Medium,Normal,#Playmaker  ,RM,,2013-07-30,SUB,77.0,77.0,81.0,63.0,68.0,,,,,,,"Diver, Finesse Shot, Crowd Favourite",81,76,45,86,77,81,83,76,85,83,82,73,77,83,77,76,67,85,59,78,68,70,84,86,80,85,66,66,52,15,14,9,9,15,25.46
121,R. Mahrez,Riyad Mahrez,28,179,67,Algeria,Manchester City,84,84,Left,3,4,5,Medium/Medium,Lean,"#Dribbler, #Acrobat",SUB,,2018-07-10,,84.0,78.0,89.0,38.0,59.0,,,,,,,"Injury Free, Beat Offside Trap, Selfish, Argues with Officials, Crowd Favourite",81,77,48,78,76,90,84,78,75,90,87,82,92,77,87,79,60,76,54,80,48,39,79,81,70,84,45,31,22,15,9,13,11,6,68.4
122,Felipe,Felipe,30,190,83,Brazil,Atlético Madrid,84,84,Right,3,3,2,Medium/High,Normal,#Strength,LCB,,2019-07-01,,64.0,41.0,60.0,84.0,87.0,,,,,,,"Diver, Long Passer (CPU AI Only)",45,39,81,72,44,57,32,30,67,64,60,67,52,80,55,46,90,79,88,41,92,82,34,50,47,75,85,85,80,9,11,14,9,7,21.09
123,Fabián,Fabián Ruiz,23,189,70,Spain,Napoli,83,90,Left,1,4,4,Medium/Medium,Lean,,LCM,,2018-07-05,,65.0,78.0,83.0,74.0,69.0,,,,,,,Argues with Officials,72,79,67,81,67,85,75,59,81,85,68,63,72,83,66,75,46,73,69,83,68,77,82,84,67,77,70,78,75,16,11,7,13,13,57.0
