,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2015
56,Rui Patrício,Rui Patrício,27,190,85,Portugal,Sporting CP,81,84,Left,2,2,1,Medium/Medium,Normal,,GK,,2006-01-01,GK,,,,,,84.0,80.0,83.0,80.0,52.0,79.0,GK Up for Corners,12-13,12-13,11-14,31,17-8,20-5,10-15,16-9,30,23-2,50,53,56,79+1,54,38,79,45,76,11-14,39,22,13-12,18-7,32,,13-12,13-12,11-14,84+1,80,83+4,79,80,18.81
57,R. Varane,Raphaël Varane,22,191,78,France,Real Madrid,82,89,Right,3,3,2,Medium/Medium,Lean,,SUB,,2011-07-01,RCB,79.0,45.0,63.0,84.0,77.0,,,,,,,,36,40,83-1,72-1,42,57,46,54,74,75-1,78-1,80-1,58-2,78,47,52,74-2,69-1,82+2,53,73,85,44,56,43,,83+3,85+1,84+1,11,11,9,5,14,30.4
58,M. ter Stegen,Marc-André ter Stegen,23,187,85,Germany,FC Barcelona,82,88,Right,2,4,1,Medium/Medium,Normal,,SUB,,2014-07-01,SUB,,,,,,84.0,80.0,82.0,85.0,45.0,78.0,,15-10,14-11,10-15,30,14-11,17-8,18-7,12-13,38,18-10,38,50,37,80-1,43,22-16,82,35,79,10-15,43,22,11-14,57+32,25-8,,10-15,13-12,10-15,84+1,80-1,82,78,85,18.24
59,R. Sterling,Raheem Sterling,20,170,69,England,Manchester City,82,88,Right,3,3,4,High/Medium,Lean,"#Speedster, #Dribbler, #Acrobat",LM,,2015-07-14,LM,93.0,71.0,87.0,46.0,61.0,,,,,,,"Beat Offside Trap, Flair, Speed Dribbler (CPU AI Only)",72,73,38,77,59,87+1,64,49,70,85+2,94,92,90,80,91,68,61,75,64,70+1,34,26,81+3,76+2,63+1,,48,58,54,15,12,12,15,9,45.6
60,S. de Vrij,Stefan de Vrij,23,189,78,Netherlands,Lazio,82,87,Right,3,4,2,Medium/Medium,Normal,#Tactician ,SUB,,2014-07-30,RCB,66.0,41.0,66.0,85.0,76.0,,,,,,,Long Passer (CPU AI Only),49,25,77+3,70-1,27,61-2,45,16-9,71-2,72-1,65,67,68,80,56,65,78,72,79,60,75+1,87+1,32,51,41,,87+5,86+7,82+3,8,10,7,14,13,16.815
61,A. Ramsey,Aaron Ramsey,24,177,70,Wales,Arsenal,82,86,Right,3,3,3,High/High,Lean,#Engine,RW,,2008-06-13,CM,69.0,78.0,80.0,68.0,76.0,,,,,,,Long Shot Taker (CPU AI Only),74,75,58,84,81,81,64,70,82,82,71-2,68-1,74,81,75,81,63,93,69+1,78,75,67-5,84,81,76,,65,75,65,6,11,5,10,8,30.21
62,I. Gündoğan,Ilkay Gündogan,24,180,80,Germany,Borussia Dortmund,82,86,Right,3,4,4,High/Medium,Normal,,RCM,,2011-07-01,CAM,75.0,71.0,85.0,63.0,72.0,,,,,,,"Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",74+1,65,53-1,88+2,75+1,85,81-1,73,81,85-1,77-4,74-2,82-2,84-1,83-1,77+3,62-2,74+2,74,73,68,78,76+4,85,76+1,,57+1,63-4,64-4,11,14,5,5,13,24.7
63,Alex Sandro,Alex Sandro,24,180,78,Brazil,Juventus,82,86,Left,2,2,3,High/Medium,Normal,,SUB,,2015-08-21,,85.0,65.0,81.0,80.0,75.0,,,,,,,,82+2,59+2,64+1,77+1,61+5,82-1,73,59,73+3,81,85+1,85+3,77,82,75-1,75,75+2,85,71-4,68,74+2,79+2,76,70,59,,82+6,83+4,86+4,7,7,9,12,5,23.56
64,Roberto Firmino,Roberto Firmino,23,181,76,Brazil,Liverpool,82,86,Right,2,3,4,High/Medium,Lean,#Dribbler,SUB,,2015-07-06,ST,76.0,76.0,85.0,40.0,69.0,,,,,,,"Injury Free, Flair, Technical Dribbler (CPU AI Only)",70,77-1,70-2,84,78-2,87,75+1,67,74+2,83,78,75-2,82-2,80+1,78,75+2,81+1,84+8,71-1,74,41,33,81+1,83,72+9,,24,52+22,31,8,11,9,6,10,32.3
65,Parejo,Dani Parejo,26,180,75,Spain,Valencia CF,82,85,Right,2,4,3,Medium/Medium,Lean,#Playmaker  ,RCM,,2011-07-01,,60.0,77.0,80.0,58.0,76.0,,,,,,,,85,75+5,63+7,91,74,79,85+3,82,86+1,86,62-1,59-3,75,74,70,78-2,58-2,81-1,73,81-2,81+30,72-3,79+3,87,83+1,,52-6,55,51,5,9,12,14,8,21.66
66,Willian,Willian José,26,175,75,Brazil,Chelsea,82,84,Right,2,4,4,High/High,Lean,"#Dribbler, #Engine, #Acrobat",SUB,,2013-08-28,SUB,89.0,74.0,85.0,51.0,63.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",74,75,29,82,59,86-2,74,57,77,85-2,92,86,87,81,82,71,46,86,61,80,44,55,77,80,60+9,,43,62,51,14,12,13,7,13,1.71
67,Willian José,Willian José,23,186,89,Brazil,UD Las Palmas,71,79,Right,1,4,3,Medium/Low,Normal,,SUB,,2010-06-14,,63.0,72.0,68.0,38.0,72.0,,,,,,,,44+1,69+1,67+2,71+4,65+1,70,62+1,71+6,46+1,72+1,61-3,64-1,54,69+1,51,82+6,46-1,62,83+9,65-1,65+1,40+1,76+5,63-3,80+8,,29+1,37+1,35+1,15+1,14+1,16+1,15+1,8+1,1.71
68,Azpilicueta,César Azpilicueta,25,178,75,Spain,Chelsea,82,84,Right,2,3,3,Medium/Medium,Normal,#Tackling ,LB,,2012-08-24,SUB,80.0,56.0,74.0,84.0,76.0,,,,,,,Long Throw-in,78,46,69+1,80+1,54,70,66,58,74,77+1,79,81-3,75,87+3,73,68,74,86+1,72,60,76,81,64,68,66,,86+3,87+2,86+4,13,9,10,6,5,25.08
69,P. Aubameyang,Pierre-Emerick Aubameyang,26,187,80,Gabon,Borussia Dortmund,82,84,Right,2,3,3,High/Low,Lean,#Speedster,ST,,2013-07-04,,95.0,81.0,79.0,37.0,71.0,,,,,,,"Injury Free, Beat Offside Trap, Finesse Shot, Speed Dribbler (CPU AI Only), Chip Shot (CPU AI Only)",81,84,74+1,76+1,81+5,80,78,74-1,64-1,79+2,96,95,80-1,83,66,78+1,76-1,79,77+2,77+2,45,48+10,84,77,84+8,,28-1,25,36+3,6,9,15,9,9,30.02
70,D. Mertens,Dries Mertens,28,169,61,Belgium,Napoli,82,83,Right,2,4,4,High/Low,Normal,"#Dribbler, #Acrobat",SUB,,2013-07-01,SUB,89.0,78.0,87.0,37.0,56.0,,,,,,,"Diver, Technical Dribbler (CPU AI Only)",79,76-1,35,81,69,87,85,82,74,87,92,86,93,77+1,92,79,59,76,42,82-1,64,43,76,82,79,,30,41,40,7,10,8,10,4,20.52
71,J. Vertonghen,Jan Vertonghen,28,189,86,Belgium,Tottenham Hotspur,82,82,Left,3,3,2,High/Medium,Normal,,LCB,,2012-07-01,LB,71.0,67.0,69.0,83.0,81.0,,,,,,,Power Free-Kick,68,60,84,75-5,52,66,58,73,74-2,74,69,72-3,68,80,55,86,80,79,81,68,83,82-2,65,62-10,68,,81+2,85+2,81+2,6,10,9,12,7,21.66
72,M. Depay,Memphis Depay,21,176,78,Netherlands,Manchester United,81,89,Right,3,2,4,High/Medium,Normal,"#Speedster, #Dribbler, #FK Specialist",LM,,2015-07-01,LW,90.0,78.0,85.0,29.0,75.0,,,,,,,"Power Free-Kick, Avoids Using Weaker Foot, Selfish, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",66+1,74,60,74,74,86,85,90,68,83+1,91-1,90,82,83+1,86,88,80+1,82,77+3,82+1,62,21,80,75,66,,24,31,20,8,14,6,12,10,23.94
73,William Carvalho,William Carvalho,23,187,87,Portugal,Sporting CP,81,88,Right,2,3,3,Medium/High,Normal,#Strength,CDM,,2011-01-01,,59.0,58.0,74.0,83.0,85.0,,,,,,,,65+4,52,74-2,81+3,60-2,78+1,62-7,44-1,78+3,79+4,53,64,49,76,46,67-4,70,86+2,88,62-1,82-2,86+1,65-1,67-1,60-2,,82+2,86+1,78+1,6,6,5,14,14,27.36
74,Marquinhos,Marquinhos,21,183,75,Brazil,Paris Saint-Germain,81,87,Right,2,3,2,Medium/Medium,Lean,,SUB,,2013-07-19,SUB,73.0,38.0,69.0,84.0,76.0,,,,,,,Long Throw-in,72+9,33,78,77+2,31,65,49,32,73,76+3,73-5,73-6,68-2,79,68,53,84+1,74-5,74+2,35,80,84+1,46,51,31,,84+3,85+3,86+2,6,6,12,10,13,30.4
75,N. Nkoulou,Nicolas N'Koulou,25,180,77,Cameroon,Olympique de Marseille,81,86,Right,3,3,2,Medium/Medium,Normal,,RCB,,2011-07-01,RB,76.0,44.0,70.0,82.0,75.0,,,,,,,,60+1,33+1,74+1,77+1,64+1,64+1,37+1,28+1,76+1,76+1,73-5,78-1,68-1,80+1,78,58+1,86+4,70-3,75,46+1,79+1,82+1,54+1,67+1,50+1,,82+3,84+3,82+3,6+1,7+1,6+1,15+1,7+1,14.44
76,L. Insigne,Lorenzo Insigne,24,163,59,Italy,Napoli,81,86,Right,2,3,3,Medium/Medium,Normal,"#Dribbler, #Acrobat",CAM,,2010-07-01,SUB,89.0,70.0,87.0,27.0,47.0,,,,,,,"Finesse Shot, Flair, Speed Dribbler (CPU AI Only)",77+7,68,56,78,68,86+2,83+5,74,74,87+1,93,85,95,75+1,93,69,54,77,37,75,33,21,76+2,82+2,61,,25,25,20,8,4,14,9,10,19.0
77,A. Lopes,Anthony Lopes,24,184,81,Portugal,Olympique Lyonnais,81,86,Left,2,2,1,Medium/Medium,Normal,,GK,,2010-06-11,SUB,,,,,,85.0,76.0,72.0,87.0,62.0,77.0,"Avoids Using Weaker Foot, Puncher",19-6,18-7,16-9,32,13-12,15-10,15-10,14-11,31,21-8,60,64,65,80+3,62,20-15,85,33,65,18-7,35,25,17-8,14-11,16-16,,13-12,15-10,13-12,85+1,76,72,77,87+1,9.975
78,J. Oblak,Jan Oblak,22,186,87,Slovenia,Atlético Madrid,81,86,Right,2,3,1,Medium/Medium,Normal,,GK,,2014-07-17,SUB,,,,,,77.0,84.0,72.0,82.0,52.0,83.0,"Puncher, GK Long Throw",13-12,11-14,15-10,29+1,13-12,12-13,13-12,14-11,26+1,16-10,43,60,67,78+4,49,22-3,76,41,78,12-13,44+1,19-6,11-14,55+30,11-14,,14-11,12-13,18-7,77+3,84+1,72+5,83+4,82+5,14.25
79,Douglas Costa,Douglas Costa,24,172,65,Brazil,FC Bayern München,81,85,Left,2,3,5,Medium/Low,Normal,"#Speedster, #Dribbler",LM,,2015-07-01,SUB,90.0,75.0,87.0,50.0,63.0,,,,,,,"Avoids Using Weaker Foot, Flair, Technical Dribbler (CPU AI Only)",75,72,58-10,79-1,67,88+2,81,78,72-2,87+3,94+3,87,89+4,77+6,87+2,81+3,61,76,60-1,77,55,43,78,80-1,77,,41,62,47,13,15,9,12,5,33.06
80,G. Xhaka,Granit Xhaka,22,185,82,Switzerland,Borussia Mönchengladbach,81,85,Left,2,4,3,Medium/Medium,Normal,,LCM,,2012-07-01,LCM,51.0,66.0,71.0,70.0,77.0,,,,,,,"Power Free-Kick, Leadership, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",68,49,59,84+4,50-7,68-6,68,70,88+1,79+2,48+2,54,58,84+1,62,88,33,79,75,84+1,89+1,74+5,78-1,86+4,59,,70,73+2,66+1,7,8,11,7,13,18.81
81,Carvajal,Dani Olmo,23,173,73,Spain,Real Madrid,81,85,Right,2,3,2,High/Medium,Normal,,RB,,2013-07-05,SUB,81.0,45.0,79.0,81.0,79.0,,,,,,,,79-3,41+11,61+10,77-3,34,76,72-3,47,71,82+3,78-1,83-2,83-3,79+2,82,62,76-4,85-2,75-4,36,83,82,61+3,57,45,,85+7,82+4,84+3,13,13,15,9,15,0.3705
82,A. Witsel,Axel Witsel,26,186,73,Belgium,Zenit St. Petersburg,81,84,Right,3,3,4,Medium/Medium,Normal,,LDM,,2012-09-03,CDM,71.0,74.0,82.0,74.0,80.0,,,,,,,"Injury Free, Dives Into Tackles (CPU AI Only), Flair",69,71,77,83,67,83,69,68,78,85-1,67,74,82-5,81-1,60,78,72-4,85,79,74-3,78,85+3,75,78,81,,69,73,71,5,7,7,10,7,31.92
83,T. Alderweireld,Toby Alderweireld,26,186,75,Belgium,Tottenham Hotspur,81,84,Right,2,4,2,Medium/Medium,Normal,,RCB,,2015-07-08,RB,63.0,59.0,63.0,83.0,79.0,,,,,,,Long Passer (CPU AI Only),61+3,45+1,78+1,77+1,38+1,61+1,63+9,69+5,81+4,68+1,62-2,63-3,60,80+3,49,86+1,78,74,81,68+1,79+1,83+5,56+1,52+1,60+1,,82+3,85+5,83+5,16+1,6+1,14+1,16+1,14+1,14.82
84,Ander Herrera,Ander Herrera,25,182,73,Spain,Manchester United,81,84,Right,2,4,4,High/Medium,Lean,,SUB,,2014-06-26,,75.0,70.0,84.0,54.0,65.0,,,,,,,Diver,60,68+1,38,88,60,83,72,70,81,87,78,72-3,84,81,78,69+5,63,68,59,74+6,77,66,80,85,68+11,,47,60,48,9,12,15,9,8,30.21
85,Allan,Allan Saint-Maximin,24,175,74,Brazil,Napoli,81,84,Right,1,3,3,Medium/High,Normal,,LCM,,2015-07-22,,76.0,58.0,78.0,79.0,81.0,,,,,,,Injury Free,69+1,50+1,59+1,78+2,56+1,77+1,65+1,49+1,76+2,78+2,79,73,76,84+2,82+2,70+1,69,94+2,73+1,61+1,86+2,84+2,71+1,76+2,53+1,,76+2,84+2,83+3,13+1,13+1,5+1,5+1,8+1,1.425
86,A. Saint-Maximin,Allan Saint-Maximin,18,173,67,France,Hannover 96,64,81,Right,1,4,4,High/Medium,Normal,,SUB,AS Monaco,,,84.0,58.0,76.0,22.0,47.0,,,,,,,"Selfish, Technical Dribbler (CPU AI Only)",65+11,61+3,53+1,65+6,59+3,75+1,65+20,46+14,57+6,75+3,86+5,82+1,85+9,66+6,84+10,64+9,58,58+4,44+2,49+3,36+4,15-10,62+5,59+1,47+1,,23+1,16-9,22+1,10+1,9+1,12+1,7+1,7+1,1.425
87,H. Mkhitaryan,Henrikh Mkhitaryan,26,177,75,Armenia,Borussia Dortmund,81,83,Right,2,5,4,High/High,Lean,"#Dribbler, #Acrobat",LM,,2013-07-08,,86.0,73.0,87.0,55.0,71.0,,,,,,,"Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",70+2,64,53-6,76,84,87+1,83+3,64,75,86+3,88,84,90,83+2,81,87+9,73-3,82-3,66-1,74+2,68,68+5,82+1,82+1,72+2,,49,53,55,5,11,14,5,7,23.18
88,José Callejón,José Callejón,28,178,73,Spain,Napoli,81,81,Right,3,2,3,High/Medium,Lean,,RS,,2013-07-11,,90.0,80.0,83.0,21.0,63.0,,,,,,,"Beat Offside Trap, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",77+1,80+1,55+1,77+1,80+1,82+1,70+1,68+1,55+1,84+1,89,90,83,80+1,81+3,81+1,73,83+3,55-1,81+1,53+1,29+1,86+1,77+1,64+1,,14-11,13-12,17-8,8+1,5+1,14+1,11+1,11+1,25.46
89,Paco Alcácer,Paco Alcácer,21,176,71,Spain,Valencia CF,80,88,Right,2,4,3,High/Medium,Normal,,SUB,,2010-08-05,SUB,77.0,80.0,76.0,30.0,69.0,,,,,,,Beat Offside Trap,53,84-1,78+3,72-3,85+1,70,66-9,59+9,51,81,79-4,76-4,81-1,86+7,81,83+2,75,76-1,69-1,68+2,59-9,26,87+2,63-3,71+1,,26,21,26,12,14,14,8,5,24.7
90,André Gomes,André Gomes,21,188,83,Portugal,Valencia CF,80,87,Right,2,4,2,Medium/Medium,Normal,,LCM,,2014-12-03,,67.0,68.0,81.0,69.0,81.0,,,,,,,,59+6,64-1,69-1,86+6,63+6,86+8,70+1,68+1,80+3,84+4,64+4,70+4,64-4,76+2,50,76-3,65,77-1,84+2,73-1,80+1,70-3,73+3,82+5,55+1,,65+1,75+2,58-4,12+1,9+1,6+1,14+1,8+1,19.95
91,S. El Shaarawy,Stephan El Shaarawy,22,178,72,Italy,AS Monaco,80,86,Right,3,4,4,High/High,Lean,,LM,Milan,,,86.0,75.0,84.0,31.0,60.0,,,,,,,"Injury Prone, Finesse Shot, Speed Dribbler (CPU AI Only)",71+1,75+1,51+1,71+1,77+1,84+1,86+1,71+1,61+1,87+1,86,86,83,74+8,82,75+1,60,72,57+2,75+1,54+1,36+1,77+1,73+1,74+1,,25+1,30+1,25+1,5+1,3+1,5+1,5+1,3+1,17.48
92,R. Lukaku,Romelu Lukaku,22,190,94,Belgium,Everton,80,86,Left,3,4,3,Medium/Medium,Normal,#Strength,ST,,2014-07-30,SUB,82.0,80.0,73.0,33.0,82.0,,,,,,,Beat Offside Trap,68-1,82,78,67,70,76-1,64+2,66+3,58-1,76-2,79-1,85-1,64,73,48,85,71+1,76+3,90,72-3,72,27,78+1,69,80,,27+3,30+4,30+5,8,15,14,7,10,33.06
93,Danilo,Danilo,23,184,78,Brazil,Real Madrid,80,86,Right,2,4,3,High/Medium,Lean,,SUB,,2015-07-01,RB,81.0,75.0,78.0,80.0,79.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",79,68,72+2,76-4,67-5,79,70-4,72-4,72-5,80,78-1,84-2,76-2,80+1,66,86,75-2,84-4,79-1,81-2,74,81+1,78,77,75,,79+3,82+4,83+3,14,5,15,14,5,24.7
94,Marc Bartra,Marc Bartra,24,183,74,Spain,FC Barcelona,80,85,Right,1,3,2,High/Medium,Lean,,SUB,,2011-07-01,SUB,72.0,46.0,68.0,84.0,69.0,,,,,,,,50+1,43+1,77+3,79,43+1,62+3,56+1,45+1,73+1,78+11,71+2,72+1,67,76+2,69,58+1,85,64,73,36+1,63+1,83+3,58+3,43+1,52+1,,83+3,87+6,82+3,10+1,15+1,13+1,12+1,8+1,13.68
95,K. Volland,Kevin Volland,22,179,82,Germany,TSG 1899 Hoffenheim,80,85,Left,2,3,3,High/High,Normal,#Engine,RM,,2011-01-13,SUB,81.0,80.0,81.0,39.0,82.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Chip Shot (CPU AI Only)",78+1,81,69,79,68,81+2,79+2,76+1,67,81+1,82,81,77,81+2,81-4,84,77,90,81,80+1,75,44,80+1,79,71,,17-8,50,33,8,7,9,7,12,22.8
96,D. Berardi,Domenico Berardi,20,183,72,Italy,Sassuolo,80,85,Left,1,3,3,High/Medium,Lean,,RW,,2012-07-01,,87.0,79.0,83.0,30.0,70.0,,,,,,,Speed Dribbler (CPU AI Only),76+8,80+1,62+1,74+1,75+2,85+3,76+2,68+1,78+12,83+2,86-1,87,85,74+1,73,79+1,65,81+4,64,78+4,74+1,26+1,79+1,76+1,86+2,,22+1,30+1,30+1,5+1,6+1,5+1,5+1,6+1,18.525
97,G. Wijnaldum,Georginio Wijnaldum,24,175,74,Netherlands,Newcastle United,80,84,Right,3,2,3,High/Medium,Lean,#Dribbler,LCM,,2015-07-11,SUB,82.0,75.0,85.0,57.0,70.0,,,,,,,"Flair, Team Player, Technical Dribbler (CPU AI Only)",65,76+1,72+1,79+4,73+1,86+1,76+1,71+1,66+7,84+1,79-1,85,82-1,82+3,80,77+1,82,86,64-4,69+2,61+1,65-7,78+1,76+1,74+1,,52-11,55-4,42-11,16+1,6+1,14+1,12+1,6+1,17.1
98,Y. Brahimi,Yacine Brahimi,25,175,66,Algeria,FC Porto,80,84,Right,2,3,4,Medium/Medium,Normal,"#Dribbler, #Acrobat",CAM,,2014-07-22,,81.0,71.0,88.0,40.0,58.0,,,,,,,"Finesse Shot, Flair, Technical Dribbler (CPU AI Only)",70+1,71+1,46+1,79+1,64+1,90+1,76+1,83+1,71+1,86+1,88+1,76,89,84+3,87,78+1,72,74,53,67+1,46+1,48+1,78+1,76+1,63+1,,28+1,49+1,30+1,13+1,16+1,12+1,7+1,7+1,21.47
99,D. Blind,Daley Blind,25,180,72,Netherlands,Manchester United,80,84,Left,3,3,3,Medium/High,Lean,,LCB,,2014-09-01,CDM,62.0,55.0,75.0,75.0,78.0,,,,,,,Long Shot Taker (CPU AI Only),63+1,42+1,67+1,83+1,61+1,73+1,65+1,55+1,76+1,79,65-3,59-5,73,84+1,65-7,68+1,66,92,73,64+1,74+1,80+1,68+1,75+1,56+1,,69+1,80+1,77+1,12+1,9+1,10+1,14+1,10+1,18.24
100,X. Shaqiri,Xherdan Shaqiri,23,169,72,Switzerland,Stoke City,80,84,Left,2,4,4,High/Medium,Shaqiri,,RM,,2015-08-11,RW,87.0,77.0,85.0,57.0,74.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",74,74,37,79,76,85,82,78,75+7,83,91,84,87,79,94,84,63,78,74,80,73,65,77,77,65,,58,60,53,13,12,12,11,11,19.76
101,M. Balotelli,Mario Balotelli,24,189,88,Italy,Milan,80,83,Right,4,4,4,Low/Low,Normal,,SUB,Liverpool,,,77.0,80.0,79.0,30.0,78.0,,,,,,,"Power Free-Kick, Selfish, Flair, Long Shot Taker (CPU AI Only)",65,78,71,73,79,81,79,75,49,84-1,77,77-2,77-1,66,54,85,71+1,72,85,76,69,32,77,71,92,,24,24,24,2,2,2,4,2,14.82
102,M. Dembélé,Moussa Dembélé,27,185,82,Belgium,Tottenham Hotspur,80,80,Left,3,2,4,Medium/Medium,Normal,,SUB,,2012-08-01,SUB,77.0,72.0,82.0,69.0,82.0,,,,,,,"Avoids Using Weaker Foot, Flair, Technical Dribbler (CPU AI Only)",65+1,66+1,68+1,84+1,77+1,85+1,65+1,55+1,79+1,84,78,77-2,82,78+1,53-20,85+1,77,82,86,72+1,74+1,73+1,71+1,76+1,67+1,,62+1,76+1,64+1,16+1,14+1,11+1,16+1,14+1,0.7125
103,M. Dembélé,Moussa Dembélé,18,183,74,France,Fulham,66,81,Right,1,3,3,Medium/Low,Lean,,LS,,2012-07-01,,81.0,63.0,66.0,20.0,65.0,,,,,,,Long Shot Taker (CPU AI Only),50+1,66+2,60+1,59+1,52+1,66+1,38+1,35+1,31+1,65+1,78,83,69+2,59+1,63,68+2,71+1,61,74+2,55+1,44+1,22-3,65+1,50+1,60+1,,13-12,14-11,16-9,7+1,13+1,11+1,10+1,8+1,0.7125
104,R. Barkley,Ross Barkley,21,189,76,England,Everton,79,87,Right,2,5,3,Medium/Medium,Normal,,CAM,,2010-12-08,SUB,78.0,72.0,81.0,56.0,74.0,,,,,,,"Dives Into Tackles (CPU AI Only), Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Playmaker (CPU AI Only)",63+1,70+1,65+1,84+1,61+1,85+1,54+1,56+1,77+1,83,79-3,77-2,70,77+1,56,78+1,63,74,76,76+1,73+1,45+1,71+1,81+1,65+8,,56+1,60+1,52+1,9+1,14+1,12+1,6+1,10+1,18.24
105,Felipe Anderson,Felipe Anderson,22,178,69,Brazil,Lazio,79,87,Right,2,4,4,High/Low,Lean,"#Speedster, #Dribbler, #Acrobat",SUB,,2013-07-09,,92.0,75.0,85.0,32.0,56.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",73+1,71+6,44+1,76+1,61+1,87+1,76+1,75+1,73+6,83+1,93,91,91+7,67+1,88+6,83+1,49,77+7,56+1,84+1,31+1,26+1,70+1,70+1,55+1,,30+9,34+13,32+11,12+1,10+1,9+1,5+1,7+1,16.72
106,Bernardo Silva,Bernardo Silva,20,173,65,Portugal,AS Monaco,79,86,Left,1,3,4,Medium/Medium,Lean,,RM,,2015-01-20,RW,79.0,68.0,82.0,45.0,60.0,,,,,,,"Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",75+7,72+4,51+1,80+4,65+1,83+2,75+1,63+1,76+5,80+4,81-3,77-2,85,81+5,81-1,69+5,53,74+1,54+5,58+1,58+1,49+4,75+5,80+6,64+1,,46+5,44+4,35+1,9+1,10+1,14+1,12+1,9+1,11.5425
107,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,21,175,70,England,Arsenal,79,85,Right,2,4,4,High/Medium,Normal,#Dribbler,SUB,,2011-08-08,RM,89.0,72.0,84.0,42.0,70.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",73+1,70+1,34+1,77+1,59+1,86+1,67+1,53+1,73+1,83+1,89,89,84,75+1,88,75+1,65,75,69+1,77+1,66+1,41+1,74+1,71+1,69+1,,37+1,48+1,44+1,16+1,9+1,6+1,9+1,9+1,21.66
108,Danilo Pereira,Danilo Pereira,23,188,80,Portugal,FC Porto,79,85,Right,1,3,2,Medium/High,Normal,,RCM,,2015-07-02,LCM,67.0,59.0,73.0,79.0,86.0,,,,,,,Injury Free,49+1,47+1,77+3,79+1,54+1,72+4,46+1,62+1,73+2,75+1,68,67,71+11,75+3,69+9,85+13,68,84,88-2,67+1,89+1,83+4,61+13,60+2,43+1,,74+4,84+2,73+2,9+1,7+1,13+1,14+1,15+1,4.56
109,M. Icardi,Mauro Icardi,22,181,75,Argentina,Inter,79,85,Right,1,4,2,Medium/Low,Normal,#Poacher,RS,,2013-07-09,,79.0,79.0,74.0,26.0,72.0,,,,,,,"Beat Offside Trap, Selfish, Power Header",45+1,86+1,79+4,70+8,73+5,72+3,60+3,45+1,53,77+1,79,79,77+2,77+3,76,78+1,90+1,71+4,75,66+1,62+22,22+1,86+1,63+11,78+6,,19-6,21-4,21-4,13+1,9+1,5+1,7+1,9+1,29.64
110,D. Klaassen,Davy Klaassen,22,181,74,Netherlands,Ajax,79,85,Right,2,3,2,High/Medium,Normal,,CAM,,2009-07-01,RCM,73.0,77.0,75.0,65.0,78.0,,,,,,,"Leadership, Finesse Shot",63+1,78+4,75+1,82+4,81+7,73+4,62+5,44+2,69-6,83+5,72,73-1,67-2,83+1,63,79+1,84+11,85,74,74+2,76+1,67-5,83+3,80+2,70+1,,58-1,71-1,56+1,12+1,6+1,13+1,16+1,10+1,9.12
111,S. Umtiti,Samuel Umtiti,21,181,75,France,Olympique Lyonnais,79,85,Left,1,3,2,High/High,Normal,,LCB,,2012-01-01,,74.0,62.0,70.0,80.0,79.0,,,,,,,,64+1,51+1,78+1,74+1,70+1,69+1,62+1,63+1,71+1,73+1,72-5,75-2,68,73+1,66,83+1,92+6,82-1,76,64+1,79+2,83+2,58+1,56+1,61+1,,79+2,79+1,86+6,15+1,10+1,14+1,12+1,15+1,12.54
112,J. Henderson,Jordan Henderson,25,182,67,England,Liverpool,79,84,Right,2,3,3,High/High,Normal,#Engine,SUB,,2011-06-09,RDM,74.0,70.0,75.0,70.0,79.0,,,,,,,"Leadership, Team Player",81,67+3,65,83,72,74,80,71,81,78+1,76,73-2,74,79,71,75,81+1,93+2,73,71,78,72-2,74,80,64,,67,75,68,7+1,13+1,7+1,9+1,13+1,29.07
