,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2018
56,L. Bonucci,Leonardo Bonucci,31,190,85,Italy,Juventus,86,86,Right,3,3,2,Low/High,Lean,#Tactician ,RCB,,2018-08-02,RCB,61.0,58.0,70.0,87.0,80.0,,,,,,,"Power Free-Kick, Injury Free, Long Passer (CPU AI Only), Power Header",44,48,86,77,58,69,56,61,85,75,57,65,60,84,52,74,85,70,83,65,82,90,38,74,70,86,90,86,80,2,2,3,2,4,39.9
57,Parejo,Dani Parejo,29,182,74,Spain,Valencia CF,86,86,Right,2,4,3,Medium/Low,Lean,"#Playmaker  , #FK Specialist",RCM,,2011-07-01,,47.0,80.0,79.0,71.0,71.0,,,,,,,"Playmaker (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",84,79,63,90,72,80,89,90,87,84,51,43,66,80,72,79,51,78,72,82,63,81,81,86,83,78,70,71,60,5,9,12,14,8,22.23
58,T. Müller,Thomas Müller,28,186,75,Germany,FC Bayern München,86,86,Right,4,4,3,High/High,Lean,"#Engine, #Clinical Finisher",RCM,,2008-08-10,RM,74.0,83.0,78.0,50.0,71.0,,,,,,,Injury Free,79,87,82,83,84,75,81,59,72,82,73,75,75,92,72,78,81,87,68,80,57,58,93,85,60,83,44,41,44,6,7,11,14,14,59.28
59,Douglas Costa,Douglas Costa,27,172,70,Brazil,Juventus,86,86,Left,3,3,5,High/Medium,Normal,"#Speedster, #Dribbler, #Acrobat",SUB,,2018-07-01,,95.0,75.0,91.0,43.0,65.0,,,,,,,"Avoids Using Weaker Foot, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",84,67,50,84,76,92,84,78,68,91,97,93,93,84,91,86,61,78,63,80,55,48,76,84,77,84,45,38,34,13,15,9,12,5,53.2
60,Alex Sandro,Alex Sandro,27,180,80,Brazil,Juventus,86,86,Left,3,3,3,High/High,Normal,#Engine,LB,,2015-08-21,,85.0,65.0,81.0,82.0,83.0,,,,,,,Speed Dribbler (CPU AI Only),84,55,76,81,68,82,78,59,71,81,83,86,79,84,78,80,79,92,79,72,82,82,70,70,60,82,81,84,84,7,7,9,12,5,55.1
61,N. Otamendi,Nicolás Otamendi,30,183,81,Argentina,Manchester City,86,86,Right,3,3,2,High/High,Normal,#Tackling ,LCB,,2015-08-20,,60.0,57.0,59.0,86.0,80.0,,,,,,,"Injury Free, Dives Into Tackles (CPU AI Only), Power Header",52,54,85,75,57,49,50,39,72,70,59,61,64,79,62,69,92,67,80,56,91,86,51,53,45,84,85,87,86,12,5,8,11,12,39.9
62,Marco Asensio,Marco Asensio,22,182,76,Spain,Real Madrid,85,93,Left,3,3,4,Medium/Medium,Normal,"#Dribbler, #Distance Shooter",LW,,2015-01-22,RW,81.0,84.0,85.0,43.0,60.0,,,,,,,"Long Shot Taker (CPU AI Only), Takes Finesse Free Kicks",82,84,50,85,79,87,83,76,82,86,83,80,77,79,76,86,58,72,61,88,45,45,80,84,62,83,40,42,39,13,9,6,12,10,84.36
63,M. Škriniar,Milan Skriniar,23,187,80,Slovakia,Inter,85,92,Right,1,4,2,Medium/High,Normal,#Tactician ,RCB,,2017-07-07,,72.0,41.0,61.0,87.0,82.0,,,,,,,Power Header,40,42,80,70,40,59,34,30,68,67,70,73,48,81,48,50,78,77,83,30,86,86,30,57,56,80,92,88,82,10,13,12,8,12,55.575
64,Alisson,Alisson,25,191,91,Brazil,Liverpool,85,90,Right,3,3,1,Medium/Medium,Normal,,GK,,2018-07-19,,,,,,,82.0,81.0,85.0,88.0,49.0,83.0,"Puncher, GK Long Throw, Rushes Out Of Goal",17,13,19,45,20,27,19,18,44,30,54,45,40,83,37,21,52,32,78,14,27,11,13,66,23,65,15,19,16,82,81,85,83,88,64.6
65,N. Fekir,Nabil Fekir,24,173,75,France,Olympique Lyonnais,85,89,Left,3,3,4,High/Medium,Stocky,"#Dribbler, #Acrobat",CAM,,2013-07-01,SUB,79.0,82.0,89.0,33.0,79.0,,,,,,,"Flair, Chip Shot (CPU AI Only), Technical Dribbler (CPU AI Only), Backs Into Player",83,82,49,83,77,90,81,79,75,89,79,79,90,80,91,84,69,80,81,82,73,28,81,81,81,89,31,37,25,15,9,8,14,15,69.825
66,R. Sterling,Raheem Sterling,23,170,69,England,Manchester City,85,88,Right,3,3,4,High/Medium,Lean,"#Speedster, #Dribbler, #Acrobat",RW,,2015-07-14,RS,93.0,73.0,88.0,47.0,56.0,,,,,,,"Flair, Speed Dribbler (CPU AI Only)",76,76,38,83,64,87,68,61,67,87,95,92,93,82,93,70,57,78,52,70,38,30,86,76,68,76,47,58,54,15,12,12,15,9,110.2
67,J. Kimmich,Joshua Kimmich,23,176,70,Germany,FC Bayern München,85,88,Right,3,4,3,High/Low,Lean,#Crosser,RB,,2015-07-01,RB,73.0,68.0,82.0,77.0,73.0,,,,,,,,90,66,74,85,61,80,81,61,80,85,78,69,84,85,83,75,79,85,65,69,74,79,80,79,44,82,72,81,79,8,15,7,15,15,64.6
68,D. Alaba,David Alaba,26,180,76,Austria,FC Bayern München,85,87,Left,4,4,3,High/Medium,Lean,,LB,,2010-02-10,CAM,82.0,73.0,80.0,81.0,75.0,,,,,,,Long Shot Taker (CPU AI Only),81,63,75,82,68,79,78,84,80,83,85,79,79,84,77,83,82,87,71,82,69,84,76,77,80,79,80,82,80,5,7,14,15,9,58.9
69,V. van Dijk,Virgil van Dijk,26,193,92,Netherlands,Liverpool,85,87,Right,3,3,2,Medium/Medium,Normal,#Strength,LCB,,2018-01-01,LCB,71.0,60.0,70.0,85.0,84.0,,,,,,,"Injury Free, Leadership, Power Header",53,52,82,76,45,70,60,70,78,73,67,75,61,83,49,81,85,71,92,64,81,85,41,59,62,83,84,88,83,13,10,13,11,11,66.975
70,T. Alderweireld,Toby Alderweireld,29,186,81,Belgium,Tottenham Hotspur,85,86,Right,3,3,2,Medium/Medium,Normal,#Tackling ,RCB,,2015-07-08,RCB,62.0,57.0,65.0,88.0,78.0,,,,,,,Long Passer (CPU AI Only),64,45,82,77,38,62,63,69,81,70,59,65,60,86,50,78,84,74,79,65,80,84,58,67,58,81,90,91,85,16,6,14,16,14,44.175
71,Koke,Koke,26,176,74,Spain,Atlético Madrid,85,86,Right,3,4,3,High/High,Normal,"#Playmaker  , #Crosser",RM,,2011-01-01,SUB,69.0,75.0,82.0,69.0,78.0,,,,,,,"Playmaker (CPU AI Only), Team Player",86,72,61,90,56,82,85,76,89,86,71,68,74,85,78,84,61,84,79,81,71,66,84,87,59,78,80,69,51,14,12,5,10,13,79.8
72,B. Matuidi,Blaise Matuidi,31,180,75,France,Juventus,85,85,Left,3,2,2,High/High,Lean,"#Engine, #Tactician ",LCM,,2017-08-18,LM,78.0,68.0,79.0,83.0,83.0,,,,,,,"Injury Free, Finesse Shot",75,64,68,83,72,78,65,52,77,79,79,77,83,84,79,78,84,94,76,70,86,86,72,76,56,82,85,84,86,8,11,5,10,14,34.2
73,R. Nainggolan,Radja Nainggolan,30,176,77,Belgium,Inter,85,85,Right,3,3,3,High/High,Stocky,"#Engine, #Tackling , #Tactician ",CAM,,2018-07-01,,75.0,79.0,82.0,83.0,83.0,,,,,,,Long Shot Taker (CPU AI Only),73,75,59,84,75,80,73,68,81,85,78,73,76,87,82,84,76,93,77,86,88,86,86,76,63,84,83,86,90,11,11,14,8,11,45.6
74,Diego Costa,Diego Costa,29,188,86,Spain,Atlético Madrid,85,85,Right,4,4,2,High/Medium,Normal,#Strength,LS,,2018-01-01,ST,75.0,83.0,76.0,49.0,87.0,,,,,,,"Diver, Beat Offside Trap, Through Ball",65,87,82,65,81,77,62,59,52,83,74,76,58,85,53,83,64,76,92,74,93,40,87,74,75,83,58,39,34,11,13,12,8,11,59.85
75,Y. Brahimi,Yacine Brahimi,28,175,66,Algeria,FC Porto,85,85,Right,3,3,4,High/Medium,Normal,"#Dribbler, #Acrobat",LM,,2014-07-22,,80.0,75.0,90.0,41.0,59.0,,,,,,,"Injury Free, Selfish, Finesse Shot, Flair, Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",79,76,46,79,73,93,84,78,72,86,87,75,92,84,87,69,72,85,49,76,46,38,83,79,75,90,51,36,25,13,16,12,7,7,29.07
76,M. Reus,Marco Reus,29,180,71,Germany,Borussia Dortmund,85,85,Right,4,4,4,Medium/Medium,Lean,"#Dribbler, #Distance Shooter, #Acrobat, #Clinical Finisher",LW,,2012-07-01,CAM,85.0,86.0,86.0,44.0,64.0,,,,,,,"Injury Prone, Finesse Shot, Speed Dribbler (CPU AI Only), Backs Into Player, Takes Finesse Free Kicks",77,86,49,86,88,87,89,84,71,86,86,85,86,85,81,88,70,68,67,86,49,50,86,86,85,83,47,36,38,12,12,13,13,11,45.6
77,Iago Aspas,Iago Aspas,30,175,67,Spain,RC Celta,85,85,Left,2,3,3,High/High,Lean,"#Acrobat, #Clinical Finisher",RW,,2015-07-01,SUB,81.0,86.0,86.0,35.0,65.0,,,,,,,"Beat Offside Trap, Finesse Shot, Team Player, Chip Shot (CPU AI Only)",80,90,78,81,86,86,83,76,64,87,85,78,87,86,74,79,68,75,60,82,63,39,89,75,82,85,39,21,18,12,16,9,12,13,25.08
78,R. Mahrez,Riyad Mahrez,27,179,67,Algeria,Manchester City,85,85,Left,3,4,5,Medium/Medium,Lean,"#Dribbler, #Acrobat",SUB,,2018-07-10,,85.0,79.0,90.0,37.0,59.0,,,,,,,"Diver, Selfish, Finesse Shot, Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",81,80,48,82,72,91,84,78,76,89,88,83,93,77,88,79,61,76,55,81,48,38,80,81,77,86,44,31,18,15,9,13,11,6,57.0
79,D. Alli,Dele Alli,22,188,80,England,Tottenham Hotspur,84,90,Right,3,3,4,High/Medium,Lean,,CAM,,2015-02-02,RCM,75.0,81.0,82.0,65.0,78.0,,,,,,,"Diver, Beat Offside Trap, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",69,83,77,84,79,83,75,58,78,85,73,76,76,85,62,78,67,90,71,80,84,67,86,84,68,86,64,63,57,7,6,9,11,8,106.4
80,N. Süle,Niklas Süle,22,195,97,Germany,FC Bayern München,84,90,Right,2,3,2,Medium/Medium,Stocky,"#Aerial Threat, #Strength",SUB,,2017-07-01,SUB,67.0,41.0,49.0,83.0,82.0,,,,,,,Dives Into Tackles (CPU AI Only),30,20,86,78,31,42,28,30,63,63,52,79,33,79,33,77,38,65,94,62,82,82,26,30,32,72,82,85,83,15,7,14,7,15,49.70399999999999
81,Bernardo Silva,Bernardo Silva,23,173,64,Portugal,Manchester City,84,90,Left,2,3,4,High/Medium,Lean,"#Dribbler, #Acrobat",SUB,,2017-07-01,RM,78.0,72.0,89.0,46.0,58.0,,,,,,,"Avoids Using Weaker Foot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",85,74,51,85,66,91,83,63,78,89,83,74,88,82,86,70,50,78,48,71,58,49,81,84,66,85,49,44,35,9,10,14,12,9,61.275
82,Marquinhos,Marquinhos,24,183,75,Brazil,Paris Saint-Germain,84,89,Right,3,3,2,Medium/Medium,Lean,#Tackling ,RCB,,2013-07-19,,75.0,38.0,67.0,85.0,76.0,,,,,,,Long Throw-in,72,33,80,81,31,59,49,32,78,76,73,76,69,81,68,53,86,75,74,35,80,84,46,51,31,79,85,87,87,6,6,12,10,13,59.85
83,D. Sánchez,Davinson Sánchez,22,187,79,Colombia,Tottenham Hotspur,84,89,Right,2,3,2,Medium/High,Normal,,SUB,,2017-08-26,RCB,76.0,45.0,66.0,84.0,82.0,,,,,,,,36,40,80,75,28,63,30,27,65,73,72,79,60,80,55,66,73,76,83,44,87,82,34,44,44,75,84,85,88,9,7,10,6,15,44.175
84,J. Giménez,José Giménez,23,185,80,Uruguay,Atlético Madrid,84,88,Right,2,3,2,Medium/High,Normal,#Tackling ,RCB,,2013-07-01,LCB,68.0,45.0,52.0,86.0,82.0,,,,,,,Dives Into Tackles (CPU AI Only),47,37,79,68,30,47,36,44,58,56,66,70,56,76,43,72,92,67,85,48,89,85,24,27,38,73,88,86,87,9,11,7,10,15,51.3
85,B. Leno,Bernd Leno,26,190,83,Germany,Arsenal,84,87,Right,3,4,1,Medium/Medium,Normal,,SUB,,2018-07-01,,,,,,,84.0,82.0,73.0,82.0,49.0,85.0,Cautious With Crosses,9,9,13,37,10,16,9,8,33,22,46,52,52,80,44,23,73,43,68,14,28,22,7,53,23,65,27,15,18,84,82,73,85,82,24.225
86,Sergi Roberto,Sergi Roberto,26,178,68,Spain,FC Barcelona,84,87,Right,3,3,4,High/High,Normal,#Tackling ,RB,,2010-11-10,SUB,78.0,63.0,78.0,80.0,71.0,,,,,,,,83,63,72,86,50,77,70,60,77,82,77,78,69,80,74,65,47,83,69,66,68,81,69,83,57,72,75,86,85,14,16,11,15,10,59.85
87,Carvajal,Dani Olmo,26,173,73,Spain,Real Madrid,84,87,Right,3,3,3,High/Medium,Stocky,,RB,,2013-07-05,RB,82.0,45.0,79.0,82.0,78.0,,,,,,,,83,41,70,81,34,76,72,47,71,83,79,84,81,82,79,64,76,84,74,36,81,83,61,57,45,77,83,83,85,13,13,15,9,15,5.7
88,Dani Olmo,Dani Olmo,20,179,72,Spain,Dinamo Zagreb,75,85,Right,1,4,4,High/Medium,Normal,,CAM,,2014-07-31,,80.0,69.0,74.0,35.0,54.0,,,,,,,"Long Shot Taker (CPU AI Only), Set Play Specialist",77,70,43,75,62,74,72,75,78,76,81,80,77,69,64,68,55,63,53,71,47,27,69,76,62,73,40,35,32,15,15,13,12,11,5.7
89,F. Thauvin,Florian Thauvin,25,179,70,France,Olympique de Marseille,84,87,Left,2,3,4,High/Medium,Normal,#Acrobat,RM,,2017-07-01,SUB,83.0,80.0,84.0,42.0,69.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (CPU AI Only)",83,79,75,83,70,85,86,72,76,84,87,79,86,83,71,83,76,83,66,82,56,42,82,80,69,82,46,29,31,8,11,14,10,9,48.64
90,Jorginho,Jorginho,26,180,65,Italy,Chelsea,84,87,Right,2,3,4,Medium/Medium,Lean,#Playmaker  ,CM,,2018-07-16,CM,72.0,64.0,82.0,69.0,71.0,,,,,,,Playmaker (CPU AI Only),75,57,56,89,71,82,75,76,87,85,75,69,80,83,73,71,58,79,66,62,79,78,72,87,84,79,59,78,70,14,7,13,14,8,61.275
91,Alex Telles,Alex Telles,25,181,71,Brazil,FC Porto,84,87,Left,3,2,3,High/Medium,Lean,#Crosser,LB,,2016-07-13,,85.0,71.0,81.0,80.0,77.0,,,,,,,"Avoids Using Weaker Foot, Flair, Speed Dribbler (CPU AI Only), Takes Finesse Free Kicks",89,65,74,83,67,82,87,79,86,82,84,85,73,83,70,80,81,92,68,75,78,80,76,74,68,80,80,81,79,13,8,12,11,14,23.37
92,W. Szczęsny,Wojciech Szczesny,28,195,90,Poland,Juventus,84,86,Right,3,3,1,Medium/Medium,Lean,,GK,,2017-07-19,GK,,,,,,85.0,81.0,71.0,87.0,49.0,82.0,Comes For Crosses,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,15,71,45,65,14,40,15,14,48,18,65,20,13,12,85,81,71,82,87,26.6
93,S. de Vrij,Stefan de Vrij,26,189,78,Netherlands,Inter,84,86,Right,3,4,2,Medium/High,Normal,#Tactician ,SUB,,2018-07-01,SUB,68.0,41.0,66.0,86.0,76.0,,,,,,,Long Passer (CPU AI Only),49,25,80,71,27,63,45,16,71,71,67,69,61,80,59,65,76,66,80,60,78,87,32,59,41,82,88,87,83,8,10,7,14,13,47.5
94,A. Lopes,Anthony Lopes,27,184,81,Portugal,Olympique Lyonnais,84,86,Left,2,2,1,Medium/Medium,Normal,,GK,,2011-07-01,,,,,,,86.0,80.0,74.0,87.0,64.0,81.0,"Rushes Out Of Goal, Comes For Crosses",19,18,16,32,13,15,15,14,31,21,63,64,67,84,62,20,82,36,73,18,43,25,9,48,16,65,13,15,13,86,80,74,81,87,22.04
95,William Carvalho,William Carvalho,26,187,83,Portugal,Real Betis,84,86,Right,3,4,3,Medium/Medium,Normal,#Strength,LCM,,2018-07-13,CDM,51.0,55.0,75.0,82.0,84.0,,,,,,,"Finesse Shot, Long Passer (CPU AI Only), Playmaker (CPU AI Only)",68,52,73,84,50,80,79,50,86,79,49,53,51,75,51,59,69,84,89,55,75,84,64,83,60,89,84,85,68,6,6,5,14,14,27.075
96,I. Gündoğan,Ilkay Gündogan,27,180,80,Germany,Manchester City,84,85,Right,3,4,4,High/Medium,Normal,#Playmaker  ,SUB,,2016-07-01,SUB,68.0,74.0,84.0,69.0,70.0,,,,,,,"Injury Prone, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",74,72,50,88,75,85,81,74,83,86,67,68,78,85,78,77,61,69,72,73,70,77,79,86,76,87,73,68,64,11,14,5,5,13,41.8
97,A. Lacazette,Alexandre Lacazette,27,175,73,France,Arsenal,84,85,Right,3,4,4,High/Medium,Normal,,ST,,2017-07-05,,81.0,82.0,84.0,40.0,72.0,,,,,,,Flair,64,86,73,80,81,85,74,71,59,83,79,83,85,85,84,81,75,75,71,75,70,40,86,74,84,85,29,42,30,11,6,9,5,6,69.825
98,Rodrigo,Hirving Lozano,27,182,77,Spain,Valencia CF,84,85,Left,2,3,4,High/Medium,Lean,#Speedster,RS,,2014-12-03,SUB,90.0,81.0,82.0,44.0,71.0,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",72,82,83,78,81,83,83,67,58,82,88,92,84,82,77,83,78,78,72,79,60,31,84,74,77,77,44,41,40,7,13,10,11,5,35.796
99,H. Lozano,Hirving Lozano,22,175,70,Mexico,PSV,80,86,Right,3,4,4,High/Medium,Lean,"#Speedster, #Acrobat",RW,,2017-07-21,LM,93.0,75.0,82.0,41.0,64.0,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",75,76,60,74,74,83,72+1,65,65,80,94,93,91,77,76,75,75,78,57,75+1,59,45,77,74,64,77,42,35,29,11,10,14,14,10,35.796
100,H. Son,Heung-min Son,25,183,65,Korea Republic,Tottenham Hotspur,84,85,Right,3,5,4,High/High,Lean,"#Dribbler, #Distance Shooter",LM,,2015-08-28,,86.0,85.0,85.0,42.0,68.0,,,,,,,"Finesse Shot, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",78,85,65,79,75,87,81,70,64,85,87,85,80,84,76,86,63,85,63,88,60,39,85,80,71,81,48,34,33,11,13,13,6,10,51.3
101,M. Dembélé,Moussa Dembélé,30,185,82,Belgium,Tottenham Hotspur,84,84,Left,3,2,4,Medium/Medium,Normal,"#Dribbler, #Strength",LDM,,2012-08-01,SUB,72.0,70.0,87.0,78.0,82.0,,,,,,,"Avoids Using Weaker Foot, Technical Dribbler (CPU AI Only)",65,66,70,86,73,89,65,55,80,89,72,72,79,84,76,81,75,70,90,70,79,82,70,80,63,90,75,83,70,16,14,11,16,14,15.105
102,M. Dembélé,Moussa Dembélé,21,183,85,France,Olympique Lyonnais,76,85,Right,1,2,4,Medium/Low,Normal,#Strength,SUB,,2018-08-31,,82.0,73.0,75.0,29.0,78.0,,,,,,,"Injury Prone, Backs Into Player",50,76,73,68,67,75+1,69,35,41,77,79,84,77,67,64,75,81,71,86,62,65,22,73,64+2,82,76+2,39-4,14,16,7,13,11,10,8,15.105
103,K. Benzema,Karim Benzema,30,185,81,France,Real Madrid,84,84,Right,4,4,4,Medium/Low,Normal,,ST,,2009-07-01,,76.0,79.0,81.0,32.0,75.0,,,,,,,Beat Offside Trap,75,78,78,82,78,81,79,73,55,85,76,76,76,83,61,81,70,72,80,75,65,22,85,84,82,79,47,15,12,13,11,5,5,7,49.4
104,Willian,Willian José,29,175,77,Brazil,Chelsea,84,84,Right,3,4,4,High/High,Lean,"#Dribbler, #Acrobat",SUB,,2013-08-28,,88.0,77.0,86.0,49.0,62.0,,,,,,,"Injury Free, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",76,77,31,80,59,88,82,83,77,84,91,86,89,82,79,79,41,85,60,81,44,55,80,83,70,79,43,57,51,14,12,13,7,13,25.535999999999998
105,Willian José,Willian José,26,189,93,Brazil,Real Sociedad,83,86,Right,2,4,4,Medium/Low,Normal,"#Poacher, #Strength",LS,,2016-07-31,,64.0,83.0,77.0,40.0,80.0,,,,,,,"Beat Offside Trap, Power Header",54,86,84,78,80,80,68,71,50,81,62,65,65,81,43,84,72,73,90,77,65,35,87,68,80,75,40,32,30,15,14,16,15,8,25.535999999999998
106,A. Di María,Ángel Di María,30,180,69,Argentina,Paris Saint-Germain,84,84,Left,4,2,5,High/Medium,Lean,"#Dribbler, #Acrobat",LW,,2015-08-06,,85.0,76.0,85.0,47.0,66.0,,,,,,,"Avoids Using Weaker Foot, Flair, Long Shot Taker (CPU AI Only), Chip Shot (CPU AI Only)",83,72,51,82,77,86,84,82,79,84,86,85,92,80,77,83,72,73,60,77,73,38,82,82,73,82,35,59,56,10,7,11,12,11,48.45
107,José Callejón,José Callejón,31,178,73,Spain,Napoli,84,84,Right,3,2,3,High/High,Lean,#Engine,RW,,2013-07-11,,88.0,78.0,83.0,47.0,65.0,,,,,,,"Injury Free, Beat Offside Trap, Speed Dribbler (CPU AI Only)",82,78,65,80,84,82,73,65,51,85,87,88,85,82,80,78,73,91,55,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11,25.08
108,K. Walker,Kyle Walker,28,183,70,England,Manchester City,84,84,Right,3,2,2,High/High,Normal,#Engine,RB,,2017-07-14,RCB,90.0,63.0,77.0,81.0,80.0,,,,,,,"Long Throw-in, Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",81,51,74,78,57,79,76,71,67,78,86,93,67,83,72,86,83,89,75,68,78,81,66,69,63,75,78,84,83,12,6,16,15,8,54.15
109,H. Mkhitaryan,Henrikh Mkhitaryan,29,177,75,Armenia,Arsenal,84,84,Right,3,5,4,Medium/Medium,Normal,#Acrobat,SUB,,2018-01-22,,82.0,78.0,85.0,52.0,69.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Set Play Specialist",77,76,53,81,81,85,83,64,72,86,85,79,87,81,85,85,69,83,62,73,69,64,82,84,72,76,41,53,55,5,11,14,5,7,38.0
110,Gabriel Jesus,Gabriel Jesus,21,175,73,Brazil,Manchester City,83,92,Right,2,3,4,High/High,Normal,"#Dribbler, #Acrobat",SUB,,2016-08-03,,86.0,80.0,87.0,39.0,73.0,,,,,,,"Diver, Beat Offside Trap, Flair, Technical Dribbler (CPU AI Only)",66,84,74,76,72,86,76,54,66,85,87,85,92,86,91,78,77,84,68,73,73,32,88,77,78,82,53,23,19,13,8,6,6,15,83.6
111,Kepa,Kepa,23,187,85,Spain,Chelsea,83,91,Right,1,4,1,Medium/Medium,Lean,,GK,,2018-08-08,SUB,,,,,,84.0,80.0,76.0,84.0,33.0,80.0,"GK Long Throw, Comes For Crosses, Saves with Feet",25,11,17,32,18,10,25,19,36,16,34,33,41,79,39,25,71,37,51,14,18,21,15,55,24,63,19,18,16,84,80,76,80,84,42.18
112,Malcom,Malcom,21,172,74,Brazil,FC Barcelona,83,90,Left,2,4,4,Medium/Medium,Normal,#Acrobat,SUB,,2018-07-25,,84.0,79.0,85.0,27.0,64.0,,,,,,,"Diver, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Playmaker (CPU AI Only), Takes Finesse Free Kicks",79,75,57,83,71,85,77,81,73,85,87,82,92,80,84,85,58,74,64,85,53,26,79,84,68,78,21,28,17,8,14,15,7,9,45.6
113,M. Kovačić,Mateo Kovacic,24,178,78,Croatia,Chelsea,83,89,Right,3,4,4,High/High,Normal,"#Dribbler, #Playmaker  ",SUB,Real Madrid,,,79.0,69.0,86.0,69.0,72.0,,,,,,,"Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",73,62,42,87,76,88,78,68,82,89,84,74,80,68,85,79,63,82,65,75,77,78,69,88,59,72,69,75,63,9,5,6,7,7,34.2
114,A. Martial,Anthony Martial,22,184,76,France,Manchester United,83,89,Right,3,3,4,Medium/Medium,Normal,#Dribbler,SUB,,2015-09-01,,89.0,81.0,86.0,42.0,72.0,,,,,,,"Beat Offside Trap, Finesse Shot, Flair, Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",76,82,69,77,74,87,84,54,60,86,88,89,85,81,81,84,78,75,75,75,58,42,82,73,81,79,38,39,36,9,8,8,15,11,71.25
115,T. Lemar,Thomas Lemar,22,171,62,France,Atlético Madrid,83,89,Left,3,2,4,High/Medium,Lean,#Acrobat,LM,,2018-07-02,SUB,85.0,76.0,85.0,59.0,67.0,,,,,,,"Finesse Shot, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",83,75,54,84,78,85,85,81,75,86,86,84,87,80,86,79,71,79,63,76,63,66,77,85,68,80,55,59,63,11,15,13,7,14,74.1
116,T. Partey,Thomas Lemar,25,185,77,Ghana,Atlético Madrid,82,88,Right,1,3,3,High/High,Lean,#Engine,SUB,,2012-07-01,,75.0,67.0,77.0,80.0,82.0,,,,,,,Dives Into Tackles (CPU AI Only),58,63,68,85,53,78,62,58,79,81,73,76,72,77,53,79,84,87,81,75,76,79,60,73,46,75,80,83,80,11,13,9,9,7,74.1
117,P. Kimpembe,Presnel Kimpembe,22,189,80,France,Paris Saint-Germain,83,89,Left,2,3,3,High/High,Normal,,SUB,,2015-07-01,SUB,77.0,39.0,67.0,82.0,83.0,,,,,,,,62,31,79,79,33,58,50,32,75,78,75,78,74,79,65,55,77,80,84,39,85,83,39,60,50,80,80,83,83,7,8,14,15,9,29.64
118,M. Depay,Memphis Depay,24,176,78,Netherlands,Olympique Lyonnais,83,88,Right,3,3,5,High/Low,Stocky,#FK Specialist,LS,,2017-01-20,ST,88.0,81.0,84.0,33.0,79.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only), Backs Into Player, Set Play Specialist",79,79,65,78,70,85,85,88,74,84,89,87,82,79,79,87,74,79,80,81,76,31,83,78,75,76,29,31,20,8,14,6,12,10,46.74
119,L. Goretzka,Leon Goretzka,23,189,79,Germany,FC Bayern München,83,88,Right,3,4,3,High/High,Lean,#Engine,LCM,,2018-07-01,SUB,83.0,74.0,81.0,77.0,76.0,,,,,,,"Injury Prone, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",75,72,75,84,68,81,76,75,79,83,84,83,76,83,70,77,67,86,70,78,80,83,77,82,60,80,70,79,78,13,8,15,11,9,45.6
